Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,death_share_risk,income_class,death_share_diarrheal_disease,wat_imp_without_share,country_physicians_proportion
Brazil,2005,BRA,0.80846876,77.87,17.21,0.6,3.24,1.07,95.68,12520.855,186797344,6.34,3.3452585,98.73,80.98,medium-risk from unsafe water,High Income,0.004393991811789359,4.30116822217772,0.16662999999999997
Brazil,2006,BRA,0.7439096,78.14,17.25,0.6,2.9,1.12,95.98,12877.444,188820688,5.86,3.541306,98.81,82.04,medium-risk from unsafe water,High Income,0.004306148910971027,4.00417034811355,0.17007
Brazil,2007,BRA,0.68125033,78.4,17.28,0.6,2.56,1.17,96.27,13518.848,190779456,5.39,3.484631,98.89,83.11,medium-risk from unsafe water,High Income,0.0033990871637667322,3.7135256324454557,0.17306000000000002
Brazil,2008,BRA,0.6230909,78.65,17.31,0.59,2.23,1.21,96.56,14067.946,192672320,4.93,3.504422,98.96,84.17,medium-risk from unsafe water,High Income,0.0032983980262447665,3.4294687477682313,0.17802
Brazil,2009,BRA,0.56922823,78.9,17.34,0.59,1.91,1.25,96.84,13916.963,194517552,4.48,3.707419,99.04,85.23,medium-risk from unsafe water,High Income,0.0028624666220352186,3.15216901351915,0.18170999999999998
Brazil,2010,BRA,0.52362233,79.15,17.37,0.59,1.6,1.29,97.11,14824.741,196353504,4.04,3.5770106,99.12,86.3,medium-risk from unsafe water,High Income,0.0027643255095666642,2.8808332343282244,0.18139
Brazil,2011,BRA,0.4870568,79.39,17.4,0.59,1.3,1.33,97.38,15271.47,198185296,3.6,3.465681,99.2,87.36,medium-risk from unsafe water,High Income,0.0023353397519460775,2.6143286634140606,0.18491
Brazil,2012,BRA,0.46261427,79.62,17.43,0.59,1.0,1.36,97.64,15425.353,199977712,3.18,3.3546329,99.27,88.42,medium-risk from unsafe water,High Income,0.0024109086716623696,2.354282861282061,0.17293133333333335
Brazil,2013,BRA,0.4392915,80.41,16.9,0.58,0.77,1.34,97.89,15751.484,201721776,2.76,3.5511389,99.35,89.48,medium-risk from unsafe water,High Income,0.0026611703041916506,2.100844581102637,0.18819999999999998
Brazil,2014,BRA,0.41017738,81.2,16.36,0.58,0.54,1.32,98.14,15695.644,203459648,2.35,3.6988654,99.43,90.55,medium-risk from unsafe water,High Income,0.0023456837986862143,1.8531251956161843,0.17293133333333335
Brazil,2015,BRA,0.39072764,81.98,15.83,0.58,0.47,1.14,98.38,15011.577,205188208,1.95,3.8538468,99.51,91.61,medium-risk from unsafe water,High Income,0.0023676896676245647,1.611286551125784,0.17293133333333335
Brazil,2016,BRA,0.3747585,82.69,15.27,0.57,0.36,1.11,98.53,14402.494,206859584,1.56,3.948436,99.58,92.03,medium-risk from unsafe water,High Income,0.002598903031729968,1.464958954959515,0.17293133333333333
Brazil,2017,BRA,0.36484253,83.53,14.93,0.4,1.15,1.136470588235294,98.85,14477.861,208504960,1.18,3.9531462,99.66,93.74,medium-risk from unsafe water,High Income,0.002574806853515619,1.1455698703762252,0.21652
Brazil,2018,BRA,0.3549032,84.29,14.38,0.4,0.92,1.136470588235294,99.08,14619.591,210166592,0.81,3.8892388,99.74,94.8,medium-risk from unsafe water,High Income,0.002571288780283405,0.9208085745616506,0.17293133333333335
Brazil,2019,BRA,0.3439807,85.06,13.88,0.36,0.7,1.136470588235294,99.3,14685.128,211782880,0.52,3.9075587,99.82,95.86,medium-risk from unsafe water,High Income,0.0026722651047147907,0.7013607521061193,0.23106
Bulgaria,2002,BGR,0.023470988,90.73,9.03,0.0,0.24,0.0,99.76,12039.07,7974804,0.0,4.2019477,99.83,99.61,medium-risk from unsafe water,Middle Income,0.00048590535892794354,0.23526597017306006,0.35198999999999997
Bulgaria,2003,BGR,0.022289652,91.25,8.47,0.0,0.29,0.0,99.71,12770.331,7917745,0.0,4.3713245,99.81,99.49,medium-risk from unsafe water,High Income,0.0003526256528847544,0.282239450752708,0.36042
Bulgaria,2004,BGR,0.022284698,91.76,7.91,0.0,0.33,0.0,99.67,13704.788,7865314,0.0,4.095083,99.79,99.37,medium-risk from unsafe water,High Income,0.000311367098630773,0.32830221399933934,0.35386999999999996
Bulgaria,2005,BGR,0.02199266,92.27,7.35,0.0,0.38,0.0,99.62,14782.738,7815221,0.0,4.10457,99.78,99.25,medium-risk from unsafe water,High Income,0.00032858955620064994,0.3735147093089242,0.36650999999999995
Bulgaria,2006,BGR,0.021759324,92.79,6.79,0.0,0.43,0.0,99.57,15908.718,7766040,0.0,3.6334105,99.76,99.12,medium-risk from unsafe water,High Income,0.00040496829787124456,0.41796076249929176,0.36805
Bulgaria,2007,BGR,0.021094648,93.3,6.23,0.0,0.47,0.0,99.53,17092.562,7719035,0.0,3.43429,99.74,99.0,medium-risk from unsafe water,High Income,0.000296669208003332,0.4615602857092888,0.368
Bulgaria,2008,BGR,0.020929907,93.82,5.67,0.0,0.51,0.0,99.49,18268.04,7674912,0.0,3.483357,99.73,98.88,medium-risk from unsafe water,High Income,0.0003132283471132959,0.5042924270662648,0.36488
Bulgaria,2009,BGR,0.020133834,94.33,5.11,0.0,0.56,0.0,99.44,17770.709,7634737,0.0,3.5488374,99.71,98.75,medium-risk from unsafe water,High Income,0.00024270646127037514,0.5460829888442785,0.37401
Bulgaria,2010,BGR,0.019524297,94.85,4.55,0.0,0.6,0.0,99.4,18163.873,7592271,0.0,3.9429693,99.69,98.63,medium-risk from unsafe water,High Income,0.0003037299379856172,0.5873868306334166,0.37661
Bulgaria,2011,BGR,0.019026374,95.36,3.99,0.0,0.64,0.0,99.36,18664.834,7543128,0.0,3.8648746,99.68,98.51,medium-risk from unsafe water,High Income,0.00027031226302934276,0.6286649252140492,0.38466999999999996
Bulgaria,2012,BGR,0.019342972,95.88,3.44,0.0,0.68,0.0,99.32,18914.984,7488347,0.0,3.8487196,99.66,98.39,medium-risk from unsafe water,High Income,0.00031916256017516277,0.6699208783994652,0.3899500000000001
Bulgaria,2013,BGR,0.020014782,96.39,2.88,0.0,0.72,0.0,99.28,18914.525,7431169,0.0,4.0542517,99.64,98.26,medium-risk from unsafe water,High Income,0.00038002096305439964,0.7108706584388002,0.39630000000000004
Bulgaria,2014,BGR,0.019952752,96.91,2.32,0.0,0.76,0.0,99.24,19206.262,7372142,0.0,4.4885254,99.63,98.14,medium-risk from unsafe water,High Income,0.00042891197700749663,0.7513962699036454,0.3975
Bulgaria,2015,BGR,0.017467031,97.25,1.94,0.0,0.8,0.0,99.2,19991.818,7309255,0.0,4.1425133,99.61,98.02,medium-risk from unsafe water,High Income,0.0003464101334540935,0.7916265063949746,0.40331999999999996
Bulgaria,2016,BGR,0.016408632,97.32,1.83,0.0,0.84,0.0,99.16,20744.523,7245982,0.0,4.12227,99.59,97.89,medium-risk from unsafe water,High Income,0.00039235537709036533,0.8311778858959352,0.3743376470588235
Bulgaria,2017,BGR,0.015913622,97.4,1.72,0.0,0.88,0.0,99.12,21473.805,7182430,0.0,4.1316094,99.58,97.77,medium-risk from unsafe water,High Income,0.0002895955825535369,0.869998036876099,0.37433764705882344
Bulgaria,2018,BGR,0.015090434,97.47,1.61,0.0,0.92,0.0,99.08,22210.123,7117424,0.0,4.2324944,99.56,97.65,medium-risk from unsafe water,High Income,0.00038792124791216595,0.9082921011871711,0.4207099999999999
Bulgaria,2019,BGR,0.014415305,97.54,1.5,0.0,0.95,0.0,99.05,23270.225,7052536,0.0,4.215499,99.55,97.52,medium-risk from unsafe water,High Income,0.0003758931538952797,0.9459575959626438,0.3743376470588235
Cambodia,2018,KHM,1.3864917,26.6,43.66,11.7,7.19,10.86,81.95,4217.6216,16025242,25.51,1.6625829,97.49,77.21,medium-risk from unsafe water,Middle Income,0.013745939062885916,18.30115888421529,0.020927142857142856
Cambodia,2019,KHM,1.3236443,27.2,43.59,12.79,6.39,10.03,83.58,4464.2944,16207746,22.16,1.6988866,98.57,78.9,medium-risk from unsafe water,Middle Income,0.013253786183470544,16.702180549966663,0.020927142857142856
Canada,2002,CAN,0.019696046,98.18,1.05,0.0,0.77,0.0,99.23,42416.41,31322400,0.0,6.4156184,99.51,98.14,medium-risk from unsafe water,High Income,0.0011613733302684342,0.7638942098945164,0.18969
Canada,2003,CAN,0.021942163,98.18,1.05,0.0,0.77,0.0,99.23,42793.08,31619456,0.0,6.590556,99.51,98.14,medium-risk from unsafe water,High Income,0.0018462683228958779,0.7631693600294704,0.22326714285714286
Canada,2004,CAN,0.02405125,98.18,1.05,0.0,0.77,0.0,99.23,43704.414,31911670,0.0,6.6240005,99.51,98.14,medium-risk from unsafe water,High Income,0.0032305423063098858,0.7629779325243712,0.18971
Canada,2005,CAN,0.024622103,98.24,0.99,0.0,0.77,0.0,99.23,44680.797,32215914,0.0,6.599058,99.49,98.21,medium-risk from unsafe water,High Income,0.003022543454765865,0.7641285608100394,0.22326714285714291
Canada,2006,CAN,0.025852002,98.3,0.94,0.0,0.77,0.0,99.23,45396.84,32531864,0.0,6.486699,99.47,98.27,medium-risk from unsafe water,High Income,0.0028813903808278555,0.7655017861872286,0.19086
Canada,2007,CAN,0.026735706,98.36,0.88,0.0,0.76,0.0,99.24,45888.477,32862458,0.0,6.5727105,99.46,98.33,medium-risk from unsafe water,High Income,0.00358558084729998,0.7660930293163097,0.22326714285714286
Canada,2008,CAN,0.0265879,98.42,0.82,0.0,0.76,0.0,99.24,45851.63,33218542,0.0,6.7011704,99.44,98.39,medium-risk from unsafe water,High Income,0.003319411189088311,0.766662185233777,0.19590000000000002
Canada,2009,CAN,0.026285812,98.48,0.76,0.0,0.76,0.0,99.24,44003.617,33593920,0.0,7.521182,99.42,98.45,medium-risk from unsafe water,High Income,0.0041319083929472955,0.767103094845734,0.22326714285714286
Canada,2010,CAN,0.025438,98.54,0.7,0.0,0.76,0.0,99.24,44861.523,33963416,0.0,7.4769406,99.41,98.51,medium-risk from unsafe water,High Income,0.004856519732879637,0.7677908488357001,0.20384000000000002
Canada,2011,CAN,0.02521693,98.6,0.64,0.0,0.76,0.0,99.24,45822.598,34323536,0.0,7.3027687,99.39,98.57,medium-risk from unsafe water,High Income,0.005084441183449165,0.7689067932860997,0.22326714285714291
Canada,2012,CAN,0.02426006,98.65,0.58,0.0,0.77,0.0,99.23,46126.516,34691876,0.0,7.4011817,99.37,98.63,medium-risk from unsafe water,High Income,0.004933864055088863,0.770753936743,0.23962000000000003
Canada,2013,CAN,0.022758858,98.71,0.53,0.0,0.77,0.0,99.23,46704.76,35063696,0.0,7.3582077,99.36,98.69,medium-risk from unsafe water,High Income,0.003435319539617273,0.7724085903551069,0.24509000000000003
Canada,2014,CAN,0.021692961,98.76,0.47,0.0,0.77,0.0,99.23,47564.61,35404616,0.0,7.2318025,99.34,98.76,medium-risk from unsafe water,High Income,0.0032104288322178107,0.7746560504991779,0.24961000000000003
Canada,2015,CAN,0.020788461,98.82,0.41,0.0,0.77,0.0,99.23,47522.14,35732120,0.0,7.5806594,99.32,98.82,medium-risk from unsafe water,High Income,0.0030848155664987133,0.7771327309994481,0.25388000000000005
Canada,2016,CAN,0.019974278,98.87,0.35,0.0,0.77,0.0,99.23,47457.586,36113532,0.0,7.677841,99.31,98.88,medium-risk from unsafe water,High Income,0.0026725162191280545,0.778367510549785,0.23105
Canada,2017,CAN,0.019298054,98.93,0.3,0.0,0.77,0.0,99.23,48317.176,36554344,0.0,7.5627794,99.29,98.94,medium-risk from unsafe water,High Income,0.0024992104905507267,0.7782276163949214,0.26102
Canada,2018,CAN,0.018852241,98.98,0.24,0.0,0.78,0.0,99.22,48962.48,37035260,0.0,7.58278,99.27,99.0,medium-risk from unsafe water,High Income,0.0023895066485289966,0.777191789662068,0.24251000000000003
Canada,2019,CAN,0.018431813,99.04,0.18,0.0,0.78,0.0,99.22,49171.51,37522584,0.0,7.609296,99.26,99.06,medium-risk from unsafe water,High Income,0.0022396112165409504,0.7760366396941106,0.24425000000000002
Chile,2002,CHL,0.11390193,93.07,3.29,0.0,3.64,0.0,96.36,16053.654,15693798,2.05,2.7277994,99.2,77.97,medium-risk from unsafe water,High Income,0.0014151450146102302,3.639354858524367,0.08921000000000001
Chile,2003,CHL,0.10911487,93.48,3.13,0.0,3.39,0.0,96.61,16636.654,15859114,1.93,2.804819,99.25,79.44,medium-risk from unsafe water,High Income,0.001587982783905835,3.3872888485447548,0.09466000000000001
Chile,2004,CHL,0.10383114,93.88,2.98,0.0,3.14,0.0,96.86,17571.025,16017966,1.8,2.723637,99.3,80.91,medium-risk from unsafe water,High Income,0.0014090428210423221,3.1379889306794633,0.09842
Chile,2005,CHL,0.09870443,94.29,2.82,0.0,2.89,0.0,97.11,18415.756,16175315,1.68,2.592165,99.35,82.38,medium-risk from unsafe water,High Income,0.0012613046484720699,2.8912018096710947,0.09804000000000002
Chile,2006,CHL,0.09563732,94.71,2.65,0.0,2.64,0.0,97.36,19339.488,16334573,1.56,2.4954758,99.4,83.85,medium-risk from unsafe water,High Income,0.0011764617293638468,2.6458971409904626,0.10404000000000001
Chile,2007,CHL,0.09340432,95.12,2.48,0.0,2.4,0.0,97.6,20140.53,16495543,1.44,2.609643,99.45,85.32,medium-risk from unsafe water,High Income,0.001003665050613975,2.4023216453074627,0.10365
Chile,2008,CHL,0.09538007,95.54,2.31,0.0,2.15,0.0,97.85,20695.562,16661463,1.31,2.9338076,99.51,86.79,medium-risk from unsafe water,High Income,0.0013063078554386251,2.1594622272966064,0.10389
Chile,2009,CHL,0.09647403,95.96,2.13,0.0,1.91,0.0,98.09,20255.1,16833450,1.19,3.3783138,99.56,88.25,medium-risk from unsafe water,High Income,0.0013320501739096857,1.9173134443622668,0.10294
Chile,2010,CHL,0.098007336,96.38,1.95,0.0,1.67,0.0,98.33,21225.104,17004166,1.07,3.19128,99.61,89.72,medium-risk from unsafe water,High Income,0.0014300025064445973,1.6767243980092879,0.28664999999999996
Chile,2011,CHL,0.10062178,96.8,1.76,0.0,1.43,0.0,98.57,22323.723,17173568,0.95,3.1934009,99.66,91.19,medium-risk from unsafe water,High Income,0.0014246893831264418,1.4371853303867899,0.31709
Chile,2012,CHL,0.103729695,97.23,1.57,0.0,1.2,0.0,98.8,23467.979,17341770,0.82,3.3655207,99.71,92.66,medium-risk from unsafe water,High Income,0.0016365688162165682,1.1991278860231684,0.34942
Chile,2013,CHL,0.1082153,97.66,1.38,0.0,0.96,0.0,99.04,24011.592,17509926,0.7,3.5473905,99.76,94.13,medium-risk from unsafe water,High Income,0.0020530069630220024,0.962985223352743,0.37612
Chile,2014,CHL,0.11128754,98.09,1.19,0.0,0.73,0.0,99.27,24197.184,17687108,0.58,3.7268832,99.81,95.6,medium-risk from unsafe water,High Income,0.0026579811691091614,0.7287002487913796,0.4055599999999999
Chile,2015,CHL,0.10954646,98.38,1.12,0.0,0.49,0.0,99.51,24464.746,17870122,0.18,3.986681,99.86,97.07,medium-risk from unsafe water,High Income,0.0022943324057888357,0.496247311574034,0.4293999999999999
Chile,2016,CHL,0.10680241,98.58,1.16,0.0,0.26,0.0,99.74,24599.375,18083880,0.17,4.2297626,99.91,98.54,medium-risk from unsafe water,High Income,0.0018530868375591964,0.2646334746746826,0.45874999999999994
Chile,2017,CHL,0.10365837,98.77,1.2,0.0,0.03,0.0,99.97,24546.912,18368582,0.0,4.570498,99.96,100.0,medium-risk from unsafe water,High Income,0.0017888152716415454,0.03474410817340174,0.48822
Chile,2018,CHL,0.10056441,98.77,1.23,0.0,0.0,0.0,100.0,25071.99,18701452,0.0,4.654512,100.0,100.0,medium-risk from unsafe water,High Income,0.0016588551519956848,0.0,0.51824
Chile,2019,CHL,0.09782877,98.77,1.23,0.0,0.0,0.0,100.0,24816.611,19039484,0.0,4.75196,100.0,100.0,medium-risk from unsafe water,High Income,0.0017557198503909035,5.2522431805399765e-06,0.26025294117647063
Colombia,2002,COL,0.51229507,69.51,22.68,0.15,4.3,3.35,92.34,9232.627,40454056,7.88,4.3678036,98.26,74.77,medium-risk from unsafe water,Middle Income,0.004451519026917845,7.737384849618046,0.13031
Colombia,2003,COL,0.52323264,69.85,22.69,0.15,4.08,3.22,92.7,9453.328,41057688,7.53,4.4687195,98.38,75.47,medium-risk from unsafe water,Middle Income,0.004501105858664034,7.377414919222923,0.13338000000000003
Colombia,2004,COL,0.493597,70.19,22.7,0.16,3.85,3.1,93.05,9816.277,41648272,7.19,4.264066,98.49,76.18,medium-risk from unsafe water,Middle Income,0.003798308847003304,7.023050079964903,0.13731
Colombia,2005,COL,0.46737972,70.53,22.7,0.16,3.63,2.97,93.39,10150.708,42220944,6.85,4.357412,98.6,76.89,medium-risk from unsafe water,Middle Income,0.0032436508288398286,6.674464692215314,0.14146
Colombia,2006,COL,0.43283546,70.86,22.71,0.16,3.42,2.85,93.73,10692.728,42772912,6.52,4.56696,98.71,77.59,medium-risk from unsafe water,Middle Income,0.0028877622360619264,6.332288061191625,0.14521
Colombia,2007,COL,0.40727285,71.06,22.84,0.16,3.2,2.74,94.06,11272.578,43306592,6.2,4.5860624,98.82,78.3,medium-risk from unsafe water,Middle Income,0.003079623536296738,5.99650972304632,0.1494
Colombia,2008,COL,0.371977,71.26,22.96,0.17,2.99,2.62,94.39,11507.525,43815316,5.88,4.745627,98.93,79.01,medium-risk from unsafe water,Middle Income,0.0021991853259714024,5.667292231784885,0.15450000000000003
Colombia,2009,COL,0.33365574,71.45,23.09,0.17,2.78,2.51,94.71,11507.717,44313916,5.57,5.267974,99.04,79.72,medium-risk from unsafe water,Middle Income,0.0021135347189808274,5.342206723504192,0.15999000000000005
Colombia,2010,COL,0.30060986,71.64,23.22,0.17,2.58,2.4,95.03,11890.203,44816104,5.27,5.1072574,99.15,80.42,medium-risk from unsafe water,Middle Income,0.0017665971142873107,5.020126247475684,0.16493
Colombia,2011,COL,0.27773577,71.82,23.35,0.17,2.38,2.29,95.33,12578.016,45308896,4.97,4.983835,99.26,81.13,medium-risk from unsafe water,High Income,0.0014482586377739155,4.701864728727886,0.30548000000000003
Colombia,2012,COL,0.26410955,71.99,23.47,0.18,2.18,2.18,95.64,12934.966,45782420,4.68,4.712873,99.37,81.84,medium-risk from unsafe water,High Income,0.0013733437419865529,4.389099571407541,0.31599
Colombia,2013,COL,0.2580527,72.16,23.6,0.18,1.98,2.08,95.94,13465.075,46237928,4.4,4.9020643,99.48,82.55,medium-risk from unsafe water,High Income,0.001332953327839431,4.084910552220246,0.32782
Colombia,2014,COL,0.25520748,72.32,23.73,0.18,1.9,1.87,96.23,13938.231,46677944,4.12,5.0589266,99.6,83.25,medium-risk from unsafe water,High Income,0.0013912566500358283,3.792065048966167,0.34065
Colombia,2015,COL,0.24876985,72.48,23.86,0.18,1.7,1.78,96.52,14215.688,47119728,3.85,5.328892,99.71,83.96,medium-risk from unsafe water,High Income,0.0014915196454444728,3.5096913123097826,0.34971
Colombia,2016,COL,0.24104631,72.63,23.99,0.19,1.51,1.69,96.8,14358.168,47625960,3.59,5.2966337,99.82,84.67,medium-risk from unsafe water,High Income,0.0016389800856507672,3.2332597600132367,0.35929000000000005
Colombia,2017,COL,0.23671402,72.75,24.11,0.19,1.34,1.61,97.05,14334.915,48351668,3.33,5.454982,99.89,85.38,medium-risk from unsafe water,High Income,0.0014930818932658125,2.9826189243357644,0.37157
Colombia,2018,COL,0.23431692,72.89,24.25,0.19,1.15,1.52,97.32,14426.435,49276968,3.08,5.460899,100.0,86.08,medium-risk from unsafe water,High Income,0.0014944710072259315,2.6958740643296073,0.38441000000000003
Colombia,2019,COL,0.23145601,72.95,24.36,0.19,1.05,1.45,97.5,14616.135,50187404,2.83,5.5418873,100.0,86.79,medium-risk from unsafe water,High Income,0.001489417543892089,2.503548499938351,0.22754157894736846
Costa Rica,2002,CRI,0.34486863,77.01,18.23,0.28,1.89,2.6,95.51,12986.001,4122628,0.71,4.5927896,99.39,89.25,medium-risk from unsafe water,High Income,0.0024877335524815724,4.461498830357724,0.2080692857142857
Costa Rica,2003,CRI,0.32930583,77.35,18.32,0.28,1.72,2.34,95.94,13333.217,4188609,0.67,4.625784,99.44,89.97,medium-risk from unsafe water,High Income,0.002577705390978246,4.034632977200784,0.20806928571428573
Costa Rica,2004,CRI,0.31543761,77.67,18.41,0.27,1.55,2.1,96.35,13713.009,4252803,0.63,4.376972,99.48,90.69,medium-risk from unsafe water,High Income,0.002685052658211537,3.627607486168534,0.2080692857142857
Costa Rica,2005,CRI,0.30082053,77.97,18.49,0.27,1.54,1.73,96.74,14049.909,4315894,0.59,4.262262,99.52,91.41,medium-risk from unsafe water,High Income,0.002177764328781013,3.2409276038753503,0.2080692857142857
Costa Rica,2006,CRI,0.27575812,78.26,18.57,0.27,1.38,1.52,97.1,14864.781,4378170,0.56,4.584882,99.56,92.13,medium-risk from unsafe water,High Income,0.0015355730819040835,2.8737577572364708,0.20415
Costa Rica,2007,CRI,0.27516517,78.54,18.65,0.27,1.22,1.32,97.45,15861.875,4440023,0.52,4.6324,99.61,92.85,medium-risk from unsafe water,High Income,0.001669360721780045,2.5253247562005874,0.20904999999999999
Costa Rica,2008,CRI,0.25906503,78.8,18.72,0.27,1.07,1.14,97.79,16385.002,4501921,0.49,5.065134,99.65,93.56,medium-risk from unsafe water,High Income,0.0010704319333902127,2.1949074628364205,0.21577
Costa Rica,2009,CRI,0.26672772,79.05,18.79,0.26,0.93,0.97,98.1,16024.03,4563131,0.45,5.5762315,99.69,94.28,medium-risk from unsafe water,High Income,0.0020089276420072093,1.8828300129888886,0.22177999999999998
Costa Rica,2010,CRI,0.26141435,79.28,18.83,0.28,0.8,0.81,98.4,16667.016,4622250,0.42,5.806444,99.73,95.0,medium-risk from unsafe water,High Income,0.0017534750392125046,1.5885769917248094,0.23057
