Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,death_share_risk,income_class,death_share_diarrheal_disease,wat_imp_without_share,wat_sm_without_share,country_physicians_proportion
Malaysia,2000,MYS,0.53073394,92.58,4.3,0.4,1.92,0.8,97.28,16089.861,22945152,1.61,1.1732547,99.6,93.5,medium-risk from unsafe water,High Income,0.005264903017421719,2.7525204452775034,7.503284353923652,0.06961
Malaysia,2001,MYS,0.5411938,92.7,4.24,0.4,1.89,0.78,97.33,15762.777,23542522,1.48,1.35142,99.6,93.5,medium-risk from unsafe water,High Income,0.005239710511898428,2.6841941572784767,7.354403236832486,0.10907714285714287
Malaysia,2002,MYS,0.52526605,92.76,4.18,0.39,1.91,0.76,97.33,16199.733,24142448,1.37,1.3667756,99.59,93.35,medium-risk from unsafe water,High Income,0.005146909708576362,2.673266604944122,7.256480370176215,0.07031
Malaysia,2003,MYS,0.47554755,92.83,4.11,0.39,1.93,0.74,97.34,16723.926,24739420,1.25,1.5188433,99.58,93.21,medium-risk from unsafe water,High Income,0.004935443110630726,2.6603453112482023,7.157924478423504,0.10907714285714287
Malaysia,2004,MYS,0.47545055,92.9,4.05,0.39,1.94,0.72,97.34,17439.764,25333250,1.14,1.4568765,99.57,93.06,medium-risk from unsafe water,High Income,0.004774160441317241,2.6465929164240674,7.061719281971322,0.10907714285714287
Malaysia,2005,MYS,0.49110794,92.97,3.99,0.39,1.96,0.7,97.34,17951.393,25923540,1.04,1.3628044,99.56,92.92,medium-risk from unsafe water,High Income,0.004692607568256495,2.632981452378803,6.970089733115153,0.10907714285714287
Malaysia,2006,MYS,0.49499694,93.04,3.93,0.38,1.97,0.68,97.35,18535.055,26509416,0.93,1.6748803,99.56,92.77,medium-risk from unsafe water,High Income,0.004695388234882277,2.6196729494154076,6.883342884656531,0.10907714285714287
Malaysia,2007,MYS,0.49840966,93.11,3.87,0.38,1.98,0.66,97.36,19278.424,27092604,0.83,1.6247777,99.55,92.63,medium-risk from unsafe water,High Income,0.004681499054133002,2.606069169283248,6.799645393997565,0.10907714285714287
Malaysia,2008,MYS,0.5002233,93.18,3.81,0.38,2.63,0.73,97.37,19792.268,27664304,0.73,1.5973082,99.54,92.48,medium-risk from unsafe water,High Income,0.0047432966323678345,2.592011713000262,6.71842674950362,0.09216
Malaysia,2009,MYS,0.5150512,93.25,3.76,0.38,2.62,0.73,97.38,19110.752,28217208,0.64,1.811661,99.53,92.34,medium-risk from unsafe water,High Income,0.0048412656560493155,2.577090547016558,6.638307376123109,0.10907714285714287
Malaysia,2010,MYS,0.60627705,93.32,3.7,0.37,2.61,0.73,97.39,20171.88,28717728,0.55,1.6791056,99.52,92.19,medium-risk from unsafe water,High Income,0.005277854849798703,2.5633155937684204,6.564422505847259,0.11691000000000001
Malaysia,2011,MYS,0.63634866,93.37,3.65,0.37,2.61,0.73,97.39,20900.322,29184140,0.37,1.7648227,99.51,92.05,medium-risk from unsafe water,High Income,0.005495896058612657,2.5579270110409285,6.508672176051787,0.12777000000000002
Malaysia,2012,MYS,0.5465804,93.42,3.61,0.37,2.6,0.73,97.4,21690.457,29660216,0.31,1.8648727,99.51,91.9,medium-risk from unsafe water,High Income,0.00503084670725257,2.549947714473826,6.447869428867274,0.13320000000000004
Malaysia,2013,MYS,0.51547664,93.47,3.56,0.37,2.6,0.73,97.4,22350.908,30134806,0.3,1.8935707,99.5,91.76,medium-risk from unsafe water,High Income,0.0047349898320234755,2.5398603860267097,6.384238876467298,0.10907714285714287
Malaysia,2014,MYS,0.5042188,93.52,3.52,0.36,2.59,0.73,97.41,23328.344,30606454,0.3,2.0308816,99.49,91.61,medium-risk from unsafe water,High Income,0.0047981383272952816,2.5288261096826177,6.3207616275965846,0.10907714285714287
Malaysia,2015,MYS,0.49827242,93.57,3.48,0.36,2.58,0.73,97.42,24151.26,31068834,0.29,2.0336142,99.48,91.47,medium-risk from unsafe water,High Income,0.004820071458104929,2.518411215560906,6.2611361597928,0.15358
Malaysia,2016,MYS,0.48704693,93.63,3.44,0.36,2.58,0.73,97.42,24859.799,31526414,0.28,1.8888557,99.47,91.32,medium-risk from unsafe water,High Income,0.004992194798939073,2.5082966936867606,6.2045210723934545,0.10907714285714287
Malta,2000,MLT,0.001878521,100.0,0.0,0.0,0.0,0.0,100.0,27523.588,399212,0.0,4.719139,100.0,100.0,low-risk from unsafe water,High Income,8.516778052763946e-05,0.0,0.0,0.26016000000000006
Malta,2001,MLT,0.0018635379,100.0,0.0,0.0,0.0,0.0,100.0,26996.705,402163,0.0,4.8065705,100.0,100.0,low-risk from unsafe water,High Income,0.0,0.0,0.0,0.3081
Malta,2002,MLT,0.0020051368,100.0,0.0,0.0,0.0,0.0,100.0,27483.525,404708,0.0,5.425636,100.0,100.0,low-risk from unsafe water,High Income,9.38948575269083e-05,0.0,0.0,0.32656
Malta,2003,MLT,0.0021808753,100.0,0.0,0.0,0.0,0.0,100.0,28415.844,406926,0.0,5.5143604,100.0,100.0,low-risk from unsafe water,High Income,9.338307210647636e-05,0.0,0.0,0.31279999999999997
Malta,2004,MLT,0.0022950827,100.0,0.0,0.0,0.0,0.0,100.0,28265.037,408805,0.0,5.5969768,100.0,100.0,low-risk from unsafe water,High Income,9.050769926982303e-05,0.0,0.0,0.26729083333333326
Malta,2005,MLT,0.0024026106,100.0,0.0,0.0,0.0,0.0,100.0,29035.654,410217,0.0,5.9891844,100.0,100.0,low-risk from unsafe water,High Income,0.0,0.0,0.0,0.26729083333333326
Malta,2006,MLT,0.002576122,100.0,0.0,0.0,0.0,0.0,100.0,29656.346,411204,0.0,6.033685,100.0,100.0,low-risk from unsafe water,High Income,0.00016536804116691473,0.0,0.0,0.26729083333333326
Malta,2007,MLT,0.0027444009,100.0,0.0,0.0,0.0,0.0,100.0,30964.36,412091,0.0,5.4574027,100.0,100.0,low-risk from unsafe water,High Income,0.0004198101875556612,0.0,0.0,0.2672908333333333
Malta,2008,MLT,0.0028936905,100.0,0.0,0.0,0.0,0.0,100.0,31940.43,413407,0.0,5.091847,100.0,100.0,low-risk from unsafe water,High Income,0.0005055550583323456,0.0,0.0,0.33553000000000005
Malta,2009,MLT,0.002995081,100.0,0.0,0.0,0.0,0.0,100.0,31341.334,415509,0.0,5.1440988,100.0,100.0,low-risk from unsafe water,High Income,0.00033934283011920316,0.0,0.0,0.19168999999999997
Malta,2010,MLT,0.0030388185,100.0,0.0,0.0,0.0,0.0,100.0,32916.684,418758,0.0,5.135127,100.0,100.0,low-risk from unsafe water,High Income,0.0002531294924514875,0.0,0.0,0.21530000000000005
Malta,2011,MLT,0.0029621767,100.0,0.0,0.0,0.0,0.0,100.0,32930.297,423577,0.0,5.444358,100.0,100.0,low-risk from unsafe water,High Income,0.000571324694211442,0.0,0.0,0.22383999999999998
Malta,2012,MLT,0.0029347423,100.0,0.0,0.0,0.0,0.0,100.0,33979.656,429912,0.0,5.4993553,100.0,100.0,low-risk from unsafe water,High Income,0.0008094679841455926,0.0,0.0,0.23565999999999998
Malta,2013,MLT,0.0029350636,100.0,0.0,0.0,0.0,0.0,100.0,35339.695,437531,0.0,5.7399645,100.0,100.0,low-risk from unsafe water,High Income,0.0006422402069796197,0.0,0.0,0.24594999999999995
Malta,2014,MLT,0.002901134,100.0,0.0,0.0,0.0,0.0,100.0,37285.24,446449,0.0,5.597742,100.0,100.0,low-risk from unsafe water,High Income,0.00039422196040309195,0.0,0.0,0.26592
Malta,2015,MLT,0.0028898416,100.0,0.0,0.0,0.0,0.0,100.0,39903.938,456585,0.0,5.4126062,100.0,100.0,low-risk from unsafe water,High Income,0.00022996813298728605,0.0,0.0,0.28598
Malta,2016,MLT,0.00277573,100.0,0.0,0.0,0.0,0.0,100.0,40319.73,467717,0.0,5.6370535,100.0,100.0,low-risk from unsafe water,High Income,0.00022663277152637176,0.0,0.0,0.26729083333333326
Malta,2017,MLT,0.0026753477,100.0,0.0,0.0,0.0,0.0,100.0,43516.55,479507,0.0,5.594651,100.0,100.0,low-risk from unsafe water,High Income,0.0001147011409635313,0.0,0.0,0.2672908333333332
Malta,2018,MLT,0.002569916,100.0,0.0,0.0,0.0,0.0,100.0,44615.605,491590,0.0,5.5929055,100.0,100.0,low-risk from unsafe water,High Income,0.00020138733497426718,0.0,0.0,0.2672908333333332
Malta,2019,MLT,0.0024690758,100.0,0.0,0.0,0.0,0.0,100.0,45433.918,503646,0.0,5.1835227,100.0,100.0,low-risk from unsafe water,High Income,0.00020649424397294926,0.0,0.0,0.2672908333333332
Mexico,2000,MEX,0.7786878,39.3,50.65,1.1,6.32,2.63,91.05,17942.781,97873448,9.51,2.0117788,95.42,78.14,medium-risk from unsafe water,High Income,0.007087611749409299,9.039725462619852,61.33339452800314,0.3253
Mexico,2001,MEX,0.722399,39.52,51.07,0.96,5.85,2.6,91.55,17596.787,99394288,8.97,2.109274,95.68,79.15,medium-risk from unsafe water,High Income,0.006759905559160503,8.522726175170146,61.03104637159834,0.30322
Mexico,2002,MEX,0.66684425,39.73,51.49,0.82,5.38,2.57,92.05,17324.354,100917080,8.45,2.1650572,95.94,80.16,medium-risk from unsafe water,High Income,0.006255274131990343,8.011772635514227,60.72600396285742,0.30535
Mexico,2003,MEX,0.6205662,39.94,51.91,0.68,5.07,2.4,92.54,17315.455,102429344,7.93,2.4137032,96.19,81.17,medium-risk from unsafe water,High Income,0.006163829380768073,7.509404726832967,60.43840620515933,0.31577000000000005
Mexico,2004,MEX,0.5834559,40.15,52.32,0.54,4.75,2.22,93.02,17731.803,103945816,7.41,2.5874462,96.45,82.18,medium-risk from unsafe water,High Income,0.00546883002967623,7.0158389059161355,60.17494441527113,0.33062
Mexico,2005,MEX,0.54445297,40.36,52.74,0.4,4.44,2.06,93.5,17883.535,105442400,6.91,2.4649763,96.7,83.19,medium-risk from unsafe water,High Income,0.0055136927839275285,6.533319613362367,59.95884008709969,0.35303
Mexico,2006,MEX,0.5064642,40.56,53.15,0.26,4.13,1.89,93.98,18434.887,106886792,6.41,2.421981,96.96,84.2,medium-risk from unsafe water,High Income,0.004880855625267526,6.062661137776499,59.810376758243436,0.37620000000000003
Mexico,2007,MEX,0.4821136,40.77,53.55,0.12,3.82,1.73,94.44,18610.73,108302976,5.92,2.5267596,97.22,85.21,medium-risk from unsafe water,High Income,0.004528158118203511,5.6004047386472555,59.70805455983038,0.3843
Mexico,2008,MEX,0.4532516,40.97,53.94,0.0,3.52,1.58,94.91,18586.47,109684496,5.44,2.616555,97.47,86.22,medium-risk from unsafe water,High Income,0.004151799174971821,5.144403453337653,59.641900528949876,0.38988000000000006
Mexico,2009,MEX,0.43166935,41.16,54.2,0.0,3.21,1.42,95.37,17387.662,111049424,4.97,2.8606768,97.73,87.23,medium-risk from unsafe water,High Income,0.003596839907967465,4.691907271846813,59.58456929952198,0.39581
Mexico,2010,MEX,0.41817683,41.36,54.46,0.0,2.91,1.27,95.82,18036.717,112532400,4.5,2.8809936,97.98,88.24,medium-risk from unsafe water,High Income,0.0033083094291066397,4.2366136330514585,59.45229373940305,0.39972
Mexico,2011,MEX,0.40913987,41.56,54.72,0.0,2.61,1.12,96.27,18432.37,114150480,4.04,2.9141598,98.24,89.25,medium-risk from unsafe water,High Income,0.0033879139185398082,3.779264879131476,59.2359550305877,0.42008
Mexico,2012,MEX,0.4009005,41.75,54.97,0.0,2.31,0.98,96.72,18838.783,115755912,3.58,3.0072196,98.5,90.26,medium-risk from unsafe water,High Income,0.0032341069542953455,3.3266223154114147,59.01677315626005,0.42236
Mexico,2013,MEX,0.3887287,41.94,55.22,0.0,2.01,0.84,97.16,18844.031,117290680,3.13,3.122532,98.75,91.27,medium-risk from unsafe water,High Income,0.003292776544564325,2.879984155603838,58.82306420254363,0.43110000000000004
Mexico,2014,MEX,0.37956783,42.13,55.47,0.0,1.71,0.7,97.59,19141.92,118755888,2.69,2.8923101,99.01,92.28,medium-risk from unsafe water,High Income,0.003218274112017081,2.438780130211312,58.653478301640085,0.44526
Mexico,2015,MEX,0.3733024,42.31,55.71,0.0,1.41,0.56,98.03,19542.89,120149896,2.26,2.9873433,99.26,93.29,medium-risk from unsafe water,High Income,0.0033799030504362646,2.0026317792235124,58.507945774668,0.46493
Mexico,2016,MEX,0.3619021,42.5,55.96,0.0,1.17,0.38,98.45,19830.963,121519224,1.83,2.8477979,99.52,94.3,medium-risk from unsafe water,High Income,0.003452680046738942,1.570233035721163,58.36168193437443,0.46487999999999996
Mexico,2017,MEX,0.34614924,42.68,56.2,0.0,0.86,0.27,98.88,20032.408,122839256,1.4,2.7580135,99.78,95.31,medium-risk from unsafe water,High Income,0.003227046572147913,1.1419557930243407,58.225031906738344,0.47654
Mexico,2018,MEX,0.34296304,42.85,56.42,0.0,0.57,0.16,99.27,20278.217,124013864,0.99,2.6718502,100.0,96.32,medium-risk from unsafe water,High Income,0.0029439772959578133,0.7436966886218463,58.15409477121042,0.48496
Mexico,2019,MEX,0.33738008,42.94,56.54,0.0,0.47,0.05,99.48,20064.5,125085312,0.35,2.6789145,100.0,97.33,medium-risk from unsafe water,High Income,0.002778751513207242,0.5331425323542384,58.19701996666083,0.39417421052631574
Moldova,2000,MDA,0.10012912,40.4,42.72,1.43,15.45,0.0,84.55,5072.8413,4251571,0.0,2.9014316,96.38,75.04,medium-risk from unsafe water,Middle Income,0.0006571688441754825,15.269202842902072,58.916974454854454,0.24553
Moldova,2001,MDA,0.09791557,42.3,41.12,1.44,15.14,0.0,84.86,5394.3345,4200500,0.01,2.865841,96.5,75.64,medium-risk from unsafe water,Middle Income,0.0005520771336745626,15.094869658374002,57.5123199619093,0.22924999999999998
Moldova,2002,MDA,0.08427978,44.25,39.47,1.44,14.84,0.0,85.16,5828.5747,4147644,0.02,3.5467281,96.62,76.24,medium-risk from unsafe water,Middle Income,0.00035514137664659744,14.945086897525439,56.15766444757554,0.23102999999999999
Moldova,2003,MDA,0.07470283,46.25,37.78,1.45,14.52,0.0,85.48,6230.782,4093984,0.03,3.2140553,96.75,76.83,medium-risk from unsafe water,Middle Income,0.00034123240344857236,14.80572469262215,54.79376568154639,0.22824
Moldova,2004,MDA,0.066524014,48.29,36.05,1.45,14.21,0.0,85.79,6708.4395,4046998,0.04,5.3084745,96.87,77.43,medium-risk from unsafe water,Middle Income,0.0002900915691087567,14.633859468178635,53.25937892729377,0.21814000000000006
Moldova,2005,MDA,0.05590507,50.46,34.23,1.46,13.86,0.0,86.14,7229.1406,4001380,0.05,5.0395036,97.0,78.03,medium-risk from unsafe water,Middle Income,0.00027490515772058636,14.4020063078238,51.49400956669948,0.23782999999999999
Moldova,2006,MDA,0.047463432,52.76,32.32,1.46,13.47,0.0,86.53,7597.2246,3942748,0.06,5.194627,97.12,78.63,medium-risk from unsafe water,Middle Income,0.00013163407856652264,14.16022530478742,49.67895488121483,0.23767999999999997
Moldova,2007,MDA,0.04169279,55.09,30.38,1.46,13.07,0.0,86.93,7843.2944,3876847,0.07,5.62991,97.25,79.23,medium-risk from unsafe water,Middle Income,0.00013851462283654735,13.929102696082667,47.847258351954565,0.23871
Moldova,2008,MDA,0.038077425,57.44,28.41,1.47,12.68,0.0,87.32,8471.181,3812420,0.08,5.2791314,97.37,79.83,medium-risk from unsafe water,Middle Income,0.00019515163596875478,13.68395926996501,45.91036664375908,0.23544999999999994
Moldova,2009,MDA,0.035371043,59.83,26.41,1.47,12.29,0.0,87.71,7972.9707,3749496,0.09,5.832838,97.5,80.42,medium-risk from unsafe water,Middle Income,0.0002024272062165155,13.434445589487225,43.899180049798694,0.23912
Moldova,2010,MDA,0.031461805,62.24,24.38,1.47,11.9,0.0,88.1,8547.581,3678186,0.1,4.6463413,97.62,81.02,medium-risk from unsafe water,Middle Income,0.00014789899151375162,13.222142654014778,41.94276744025452,0.23807999999999999
Moldova,2011,MDA,0.03194348,64.69,22.33,1.47,11.51,0.0,88.49,9050.126,3595135,0.11,4.2451754,97.75,81.62,medium-risk from unsafe water,Middle Income,0.00016271989786197178,13.06048312511213,40.06572771258937,0.24142000000000005
Moldova,2012,MDA,0.028112112,67.16,20.24,1.47,11.12,0.0,88.88,8997.934,3507197,0.11,4.4354115,97.87,82.22,medium-risk from unsafe water,Middle Income,9.808402550526816e-05,12.921629437981386,38.16204222346221,0.24134999999999998
Moldova,2013,MDA,0.027423548,69.66,18.13,1.48,10.73,0.0,89.27,9814.323,3416532,0.12,4.054993,98.0,82.82,medium-risk from unsafe water,Middle Income,0.00012059011886907544,12.793001792460892,36.17826497746838,0.25028
Moldova,2014,MDA,0.025636325,72.2,15.99,1.48,10.33,0.0,89.67,10311.288,3338338,0.13,4.259882,98.12,83.41,medium-risk from unsafe water,Middle Income,0.00015726388400455555,12.610107185072334,33.92532451776902,0.24745999999999999
Moldova,2015,MDA,0.024794621,72.49,16.08,1.49,9.94,0.0,90.06,10355.539,3277390,0.13,3.897043,98.25,84.01,medium-risk from unsafe water,Middle Income,0.00016659598033801288,12.343968828854667,34.16578435889534,0.24836000000000003
Moldova,2016,MDA,0.024687922,72.8,16.17,1.49,9.54,0.0,90.46,10938.585,3225125,0.13,3.6767955,98.37,84.61,medium-risk from unsafe water,Middle Income,0.00019658152784775783,12.025301344909112,34.29730630595713,0.24358055555555558
Moldova,2017,MDA,0.025587711,73.11,16.26,1.5,9.14,0.0,90.86,11651.187,3180515,0.13,3.5497465,98.5,85.21,medium-risk from unsafe water,Middle Income,0.00012796669721727456,11.660470081103218,34.32915738488892,0.32066
Moldova,2018,MDA,0.02429773,73.42,16.34,1.51,8.73,0.0,91.27,12367.764,3141839,0.13,3.7236705,98.62,85.81,medium-risk from unsafe water,Middle Income,3.8830761219782425e-05,11.25789704692061,34.27794995224135,0.24358055555555558
Moldova,2019,MDA,0.023614552,73.74,16.42,1.51,8.32,0.0,91.68,13030.183,3109496,0.13,3.806777,98.75,86.41,medium-risk from unsafe water,High Income,0.00011416641153421646,10.819534741321423,34.141577927741345,0.25586000000000003
Mongolia,2000,MNG,0.39552623,20.6,41.43,7.99,11.45,18.53,70.02,4424.653,2450988,17.77,3.6193821,94.61,37.25,medium-risk from unsafe water,Middle Income,0.017213874568133343,29.32560257332961,77.66296693415063,0.3014554545454545
Mongolia,2001,MNG,0.3276084,21.2,42.32,7.8,11.11,17.58,71.32,4515.4653,2472612,17.04,2.9898221,94.8,38.59,medium-risk from unsafe water,Middle Income,0.014570017455225485,28.069709279094333,77.1058297864768,0.3014554545454545
Mongolia,2002,MNG,0.27691597,21.81,43.18,7.59,10.77,16.64,72.58,4687.445,2494622,16.32,3.0493689,94.98,39.94,medium-risk from unsafe water,Middle Income,0.012531758318494747,26.853206618076808,76.58009910920372,0.27553
Mongolia,2003,MNG,0.23676574,22.42,44.04,7.37,10.44,15.74,73.82,4972.258,2516461,15.62,2.3848844,95.17,41.28,medium-risk from unsafe water,Middle Income,0.01093639043084713,25.683807537649106,76.1124452157216,0.3014554545454546
Mongolia,2004,MNG,0.20403527,23.02,44.87,7.13,10.12,14.85,75.03,5453.993,2537955,14.94,2.2812629,95.36,42.63,medium-risk from unsafe water,Middle Income,0.009683780839297782,24.563004466194236,75.71485704041245,0.3014554545454546
Mongolia,2005,MNG,0.1758596,23.63,45.69,6.88,9.8,13.99,76.2,5800.909,2559258,14.28,2.2726505,95.55,43.97,medium-risk from unsafe water,Middle Income,0.008852565860886242,23.49051951776648,75.38978094432058,0.3014554545454546
Mongolia,2006,MNG,0.15282847,24.24,46.5,6.62,9.49,13.16,77.35,6243.609,2581245,13.63,2.4913394,95.74,45.32,medium-risk from unsafe water,Middle Income,0.008236335566751702,22.4524599563389,75.10705105482045,0.3014554545454546
Mongolia,2007,MNG,0.13713074,24.84,47.28,6.35,9.18,12.35,78.47,6818.9937,2605647,13.0,2.8818529,95.92,46.66,medium-risk from unsafe water,Middle Income,0.0077773389872074,21.43440765383799,74.81991996613509,0.3014554545454546
Mongolia,2008,MNG,0.124878764,25.44,48.06,6.06,8.88,11.57,79.56,7346.279,2633896,12.39,3.2181938,96.11,48.01,medium-risk from unsafe water,Middle Income,0.007428539319699791,20.42943229345426,74.50392878078709,0.28816
Mongolia,2009,MNG,0.11412158,26.04,48.81,5.77,8.58,10.81,80.61,7163.802,2666718,11.81,3.1017478,96.3,49.35,medium-risk from unsafe water,Middle Income,0.007076113784809642,19.44120075688543,74.16097240128127,0.26704
Mongolia,2010,MNG,0.10751983,26.63,49.55,5.46,8.29,10.07,81.64,7518.831,2702527,11.23,2.4448433,96.49,50.7,medium-risk from unsafe water,Middle Income,0.006591608520469916,18.481221464207387,73.84410960556545,0.27564000000000005
Mongolia,2011,MNG,0.10368368,27.04,50.18,5.16,8.1,9.52,82.38,8685.78,2743946,10.86,2.1319282,96.67,52.05,medium-risk from unsafe water,Middle Income,0.0060606148954826375,17.792806418202105,73.66722960291493,0.28671
Mongolia,2012,MNG,0.100827605,27.34,50.76,4.86,7.97,9.06,82.96,9586.715,2792354,10.59,2.3420372,96.86,53.39,medium-risk from unsafe water,Middle Income,0.005445226500651422,17.23273625048973,73.49702079320889,0.30435
Mongolia,2013,MNG,0.09999552,27.66,51.34,4.55,7.84,8.61,83.55,10504.814,2845160,10.31,2.2616057,97.05,54.74,medium-risk from unsafe water,Middle Income,0.004778641622966723,16.660925923322413,73.27102869434408,0.30922
Mongolia,2014,MNG,0.0988267,27.98,51.92,4.23,7.71,8.16,84.14,11107.989,2902826,10.05,2.3726292,97.24,56.08,medium-risk from unsafe water,Middle Income,0.004095319526557913,16.068720619148376,72.94360736744125,0.31632
Mongolia,2015,MNG,0.09093828,28.31,52.5,3.91,7.58,7.7,84.72,11134.802,2964756,9.78,2.3892858,97.43,57.43,medium-risk from unsafe water,Middle Income,0.0033641891609292635,15.455403412624849,72.50529217244186,0.32194
Mongolia,2016,MNG,0.08619954,28.64,53.09,3.57,7.45,7.25,85.3,11058.95,3029559,9.51,2.6248667,97.61,58.77,medium-risk from unsafe water,Middle Income,0.0028079994481044926,14.830277277980061,71.98856335195981,0.28592
Mongolia,2017,MNG,0.08816259,28.98,53.67,3.23,7.28,6.84,85.88,11431.498,3096033,9.24,2.4706542,97.8,60.12,medium-risk from unsafe water,Middle Income,0.0026049463943052286,14.201560513082386,71.42540147343391,0.3014554545454546
Mongolia,2018,MNG,0.0832061,29.33,54.26,2.88,7.07,6.47,86.46,12052.294,3163994,8.97,2.2105834,97.99,61.46,medium-risk from unsafe water,Middle Income,0.0022964645318543585,13.563205239959366,70.80743515948514,0.38517999999999997
Mongolia,2019,MNG,0.07771394,29.69,54.84,2.51,6.85,6.1,87.05,12458.019,3232435,8.7,2.13345,98.18,62.81,medium-risk from unsafe water,Middle Income,0.002052013420223454,12.91976482125704,70.15064494723018,0.3014554545454546
Montenegro,2011,MNE,0.00784764,84.35,12.06,2.33,1.19,0.07,98.74,17290.512,631801,0.13,4.85758,99.71,96.97,low-risk from unsafe water,High Income,8.863550390075357e-05,1.2507102711138476,15.484939086832721,0.20134
Montenegro,2012,MNE,0.00763643,84.44,12.21,2.17,1.11,0.06,98.82,16805.408,633053,0.12,5.3049355,99.76,97.1,low-risk from unsafe water,High Income,9.003985448295798e-05,1.164199521998948,15.381492544858014,0.20386999999999997
Montenegro,2013,MNE,0.0073331823,84.53,12.37,2.01,1.04,0.06,98.91,17384.854,633951,0.12,4.8976803,99.8,97.24,low-risk from unsafe water,High Income,8.991231183482634e-05,1.0786322602220046,15.280991748573628,0.21522999999999998
Montenegro,2014,MNE,0.0070549506,84.62,12.52,1.85,0.96,0.05,98.99,17677.787,634301,0.11,4.8565645,99.85,97.37,low-risk from unsafe water,High Income,8.98626992547702e-05,0.9943228845611153,15.191525789806418,0.21860999999999997
Montenegro,2015,MNE,0.0065959967,84.71,12.68,1.69,0.88,0.04,99.08,18266.879,633969,0.11,5.3956227,99.9,97.5,low-risk from unsafe water,High Income,9.148712318741138e-05,0.9115587670690521,15.118878052396884,0.23764
Montenegro,2016,MNE,0.006352322,84.8,12.84,1.52,0.8,0.03,99.16,18801.268,633264,0.1,5.1899343,99.95,97.63,low-risk from unsafe water,High Income,9.000985371030091e-05,0.8296697743753001,15.055332373228229,0.22537666666666673
Montenegro,2017,MNE,0.0061711385,84.89,12.99,1.36,0.73,0.03,99.25,19685.809,632445,0.05,4.5815306,99.99,97.76,low-risk from unsafe water,High Income,9.170757931519736e-05,0.7482073539991619,14.99418921803477,0.22537666666666667
Montenegro,2018,MNE,0.0060894187,84.95,13.55,0.8,0.68,0.02,99.3,20690.285,631459,0.05,4.96869,100.0,97.9,low-risk from unsafe water,High Income,9.185077732679397e-05,0.6937900956356627,14.959324358351056,0.27557000000000004
Montenegro,2019,MNE,0.00603304,85.01,13.67,0.67,0.64,0.01,99.35,21537.809,630403,0.05,5.067461,100.0,98.03,low-risk from unsafe water,High Income,9.200463830279995e-05,0.6448256115532445,14.929338851496581,0.22537666666666667
Morocco,2000,MAR,1.4688319,53.83,8.66,5.76,28.78,2.96,68.26,4111.6504,28554420,22.84,0.98038715,95.12,37.56,high-risk from unsafe water,Middle Income,0.013600871598862802,32.004288653035154,46.553409244523266,0.06463142857142858
Morocco,2001,MAR,1.4012538,54.71,9.02,6.03,27.36,2.88,69.76,4353.847,28930100,21.95,1.0851727,95.33,40.15,high-risk from unsafe water,Middle Income,0.012623495943671122,30.4432407769071,45.593357783070225,0.048299999999999996
Morocco,2002,MAR,1.3276018,55.59,9.52,6.13,25.94,2.81,71.25,4431.3037,29301820,21.04,1.2233937,95.54,42.75,medium-risk from unsafe water,Middle Income,0.011422601053449923,28.90307837533641,44.64359551727504,0.06463142857142858
Morocco,2003,MAR,1.2300836,56.46,10.04,6.23,24.55,2.74,72.72,4636.992,29661272,20.13,1.2485907,95.74,45.34,medium-risk from unsafe water,Middle Income,0.010426154346988221,27.395851398416088,43.72320580182805,0.06463142857142858
Morocco,2004,MAR,1.1670333,57.32,10.55,6.3,23.17,2.66,74.17,4797.6753,30033124,19.2,1.2867744,95.95,47.93,medium-risk from unsafe water,Middle Income,0.009501875329386313,25.901145015749943,42.80083550415868,0.0531
Morocco,2005,MAR,1.1032856,58.3,11.06,6.35,21.72,2.58,75.7,4889.11,30431898,17.99,1.2350928,96.16,50.52,medium-risk from unsafe water,Middle Income,0.008750916554728202,24.318969523359996,41.73448530880328,0.06463142857142859
Morocco,2006,MAR,1.0362264,59.3,11.56,6.37,20.28,2.5,77.22,5189.355,30833024,16.73,1.8219855,96.37,53.11,medium-risk from unsafe water,Middle Income,0.008142406012462482,22.75575370096686,40.667152855328105,0.06463142857142858
Morocco,2007,MAR,0.97255856,60.28,12.06,6.38,18.87,2.41,78.72,5302.171,31232634,15.49,2.2034433,96.57,55.7,medium-risk from unsafe water,Middle Income,0.0077022322228730376,21.233975975257163,39.631575742218864,0.05862000000000001
Morocco,2008,MAR,0.93011314,61.25,12.56,6.37,17.48,2.33,80.19,5543.0884,31634996,14.29,2.1286142,96.78,58.29,medium-risk from unsafe water,Middle Income,0.007177272916361362,19.75174581972446,38.62652930318057,0.06463142857142859
Morocco,2009,MAR,0.8835226,62.21,13.06,6.35,16.12,2.25,81.63,5703.029,32042880,13.1,2.5189617,96.99,60.88,medium-risk from unsafe water,Middle Income,0.006680516857411069,18.30847601713704,37.65343190125232,0.06477000000000001
Morocco,2010,MAR,0.81848884,64.06,12.66,6.32,14.79,2.17,83.04,5841.8784,32464866,11.94,2.3400414,97.2,63.47,medium-risk from unsafe water,Middle Income,0.006173997453123632,16.897713361884815,35.805581332139184,0.06463142857142858
