Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,death_share_risk,income_class,death_share_diarrheal_disease,wat_imp_without_share,wat_sm_without_share,country_physicians_proportion
Morocco,2011,MAR,0.75104463,65.93,12.22,6.27,13.48,2.09,84.42,6064.432,32903708,10.81,2.352462,97.4,66.06,medium-risk from unsafe water,Middle Income,0.005290133257929471,15.51887708218174,33.942156306517184,0.06463142857142859
Morocco,2012,MAR,0.6947759,67.46,12.12,6.2,12.2,2.02,85.78,6160.9985,33352166,9.7,2.4435878,97.61,68.66,medium-risk from unsafe water,Middle Income,0.005060390980303948,14.172341910267535,32.43706270831106,0.06463142857142858
Morocco,2013,MAR,0.62019455,68.99,11.99,6.13,10.95,1.94,87.11,6352.433,33803528,8.62,2.5181446,97.82,71.25,medium-risk from unsafe water,Middle Income,0.004838636961207126,12.856196548478607,30.930567365631184,0.06319999999999999
Morocco,2014,MAR,0.5980731,70.53,11.84,6.04,9.72,1.87,88.41,7462.153,34248608,7.56,2.154683,98.03,73.84,medium-risk from unsafe water,Middle Income,0.004566842541454531,11.56807599304474,29.41784670489382,0.09134999999999999
Morocco,2015,MAR,0.56175256,72.09,11.66,5.94,8.52,1.79,89.69,7687.691,34680456,6.52,2.1044967,98.23,76.43,medium-risk from unsafe water,Middle Income,0.004247204823373718,10.306669554748646,27.89843074727737,0.06463142857142858
Morocco,2016,MAR,0.5287831,73.65,11.46,5.82,7.34,1.72,90.94,7632.1855,35107272,5.51,2.227258,98.44,79.02,medium-risk from unsafe water,Middle Income,0.003958154310594112,9.067901943506177,26.363691830000345,0.06463142857142859
Morocco,2017,MAR,0.5008038,75.22,11.24,5.7,6.19,1.65,92.16,7921.619,35528116,4.52,2.2510002,98.65,81.61,medium-risk from unsafe water,Middle Income,0.0037433732765339996,7.852831261865954,24.81757828081849,0.07307999999999999
Morocco,2018,MAR,0.45968834,76.79,11.0,5.56,5.06,1.58,93.35,8072.0864,35927516,3.56,2.1431212,98.86,84.2,medium-risk from unsafe water,Middle Income,0.0034955937393500846,6.664546471846259,23.272268530894262,0.06463142857142858
Morocco,2019,MAR,0.41905424,78.37,10.73,5.42,3.96,1.52,94.52,8217.599,36304408,2.62,2.1168234,99.06,86.79,medium-risk from unsafe water,Middle Income,0.0032824664156484804,5.502136269513057,21.729339313286694,0.06463142857142858
Myanmar,2000,MMR,4.194437,27.11,19.86,18.64,17.87,16.51,65.62,973.3955,45538340,10.11,0.2625893,83.62,58.95,high-risk from unsafe water,Low Income,0.044257037037362355,35.2745225232189,74.77680785026419,0.0302
Myanmar,2001,MMR,3.8699899,28.62,19.95,18.05,17.22,16.16,66.62,1083.4194,46014828,9.95,0.24215327,84.21,60.04,high-risk from unsafe water,Middle Income,0.04071011631294156,34.26181012781358,73.25401281517341,0.052975714285714307
Myanmar,2002,MMR,3.5945241,30.17,20.03,17.42,16.58,15.81,67.61,1198.0947,46480236,9.79,0.35882044,84.8,61.13,high-risk from unsafe water,Middle Income,0.04044764316601146,33.23816815387943,71.66996527298183,0.05297571428571429
Myanmar,2003,MMR,3.3694127,31.74,20.1,16.77,15.93,15.46,68.61,1340.8727,46924296,9.64,0.24302946,85.39,62.22,high-risk from unsafe water,Middle Income,0.03951752414143837,32.21058660102221,70.03941838573347,0.052975714285714307
Myanmar,2004,MMR,3.1686294,33.35,20.16,16.09,15.29,15.11,69.6,1511.1715,47338444,9.48,0.2522346,85.98,63.31,high-risk from unsafe water,Middle Income,0.03771718816951398,31.184839957984256,68.3748160374684,0.03663
Myanmar,2005,MMR,2.966358,34.99,20.22,15.38,14.64,14.76,70.59,1702.3097,47724472,9.32,0.16990875,86.58,64.4,high-risk from unsafe water,Middle Income,0.035828578679718025,30.160459397015433,66.67517662636477,0.03797
Myanmar,2006,MMR,2.7944126,36.67,20.26,14.65,14.0,14.41,71.58,1914.2416,48088276,9.17,0.2690262,87.17,65.49,high-risk from unsafe water,Middle Income,0.03392712602131962,29.131711854257365,64.92763225697674,0.04158
Myanmar,2007,MMR,2.629712,38.38,20.31,13.89,13.36,14.07,72.57,2137.645,48445652,9.01,0.20322418,87.76,66.58,high-risk from unsafe water,Middle Income,0.030952395893030813,28.092102052832317,63.117490915386995,0.04393
Myanmar,2008,MMR,2.0349758,40.12,20.34,13.1,12.72,13.72,73.56,2360.5432,48729480,8.85,0.17093375,88.35,67.67,high-risk from unsafe water,Middle Income,0.028583374991894023,27.090609216433254,61.35508115415966,0.047479999999999994
Myanmar,2009,MMR,2.3548584,41.89,20.37,12.29,12.08,13.37,74.55,2591.0464,49015836,8.7,0.18705817,88.94,68.75,high-risk from unsafe water,Middle Income,0.025845035061729846,26.095415367392693,59.56966030325383,0.04883
Myanmar,2010,MMR,2.2106032,43.7,20.38,11.44,11.44,13.03,75.53,2830.284,49390988,8.54,0.19247182,89.53,69.84,high-risk from unsafe water,Middle Income,0.023406415761515035,25.070089709483035,57.677987733308754,0.05224
Myanmar,2011,MMR,2.0865462,45.34,20.59,10.57,10.81,12.68,76.51,3018.4617,49794528,8.39,0.23041078,90.12,70.93,high-risk from unsafe water,Middle Income,0.02174648587893031,24.05314696426081,55.97177866612171,0.055060000000000005
Myanmar,2012,MMR,1.9593245,46.79,21.02,9.68,10.17,12.34,77.49,3187.115,50218196,8.24,0.4150077,90.71,72.02,high-risk from unsafe water,Middle Income,0.02006083611605642,23.044758517410703,54.474858077339135,0.05802
Myanmar,2013,MMR,1.8535075,48.26,21.45,8.76,9.54,11.99,78.47,3409.649,50648336,8.08,0.60410887,91.3,73.11,high-risk from unsafe water,Middle Income,0.019094230460009583,22.042660986927586,52.96633239836349,0.052975714285714307
Myanmar,2014,MMR,1.7593307,49.76,21.88,7.81,8.9,11.65,79.45,3658.5935,51072436,7.93,1.0625565,91.89,74.2,high-risk from unsafe water,Middle Income,0.018395108469077135,21.040531530550062,51.43171357638002,0.052975714285714307
Myanmar,2015,MMR,1.6523874,51.28,22.31,6.84,8.27,11.31,80.42,3748.2942,51483956,7.78,1.2047012,92.48,75.29,high-risk from unsafe water,Middle Income,0.017150488591047664,20.032073681362014,49.85720988495911,0.052975714285714307
Myanmar,2016,MMR,1.5830398,52.82,22.75,5.83,7.64,10.96,81.4,4109.5576,51892352,7.62,0.71513724,93.07,76.38,high-risk from unsafe water,Middle Income,0.0165266935674837,19.012385486015358,48.23001277722005,0.061950000000000005
Myanmar,2017,MMR,1.5046403,54.38,23.19,4.81,7.0,10.62,82.38,4312.9473,52288344,7.47,0.7516726,93.66,77.47,high-risk from unsafe water,Middle Income,0.015760797473333636,17.98975886480551,46.57014764131754,0.08638
Myanmar,2018,MMR,1.446867,55.97,23.63,3.75,6.37,10.27,83.36,4556.2812,52666016,7.31,0.7265992,94.25,78.56,high-risk from unsafe water,Middle Income,0.014832088305293494,16.97195588137899,44.89801165138445,0.06770000000000001
Myanmar,2019,MMR,1.382103,57.58,24.08,2.68,5.74,9.92,84.34,4829.5366,53040212,7.15,0.73722625,94.84,79.65,medium-risk from unsafe water,Middle Income,0.013645118914683072,15.961159808335607,43.22024203070682,0.07369
Nepal,2000,NPL,6.4108944,26.83,53.1,0.97,15.71,3.4,80.9,2020.8555,24559504,69.2,0.48485136,93.31,78.98,high-risk from unsafe water,Middle Income,0.04980019140451696,18.621235184554216,71.3318721746172,0.05445
Nepal,2001,NPL,6.1564574,27.11,53.43,1.11,15.09,3.28,81.64,2084.2,24956070,65.96,0.5829133,93.28,79.75,high-risk from unsafe water,Middle Income,0.04340683448956506,17.91565739317128,71.11548412871097,0.0052
Nepal,2002,NPL,5.793196,27.35,53.74,1.24,14.5,3.17,82.33,2055.7227,25332178,62.87,0.79097205,93.25,80.52,high-risk from unsafe water,Middle Income,0.04227792809603659,17.243819303654032,70.90916935764466,0.05445
Nepal,2003,NPL,5.600225,27.6,54.05,1.38,13.92,3.05,83.03,2107.6409,25682912,59.8,0.6587751,93.22,81.29,high-risk from unsafe water,Middle Income,0.0354031505461686,16.576130463710655,70.70683417830502,0.05445
Nepal,2004,NPL,5.2826533,27.84,54.36,1.52,13.34,2.94,83.71,2179.093,26003970,56.74,0.6454915,93.19,82.06,high-risk from unsafe water,Middle Income,0.031202504848298163,15.919303860141357,70.53804476777968,0.02118
Nepal,2005,NPL,5.1653543,28.08,54.66,1.66,12.77,2.83,84.4,2230.789,26285112,53.69,0.7515617,93.15,82.84,high-risk from unsafe water,Middle Income,0.03525159032991756,15.280341966965938,70.43855091810147,0.05445
Nepal,2006,NPL,4.989697,28.32,54.95,1.8,12.2,2.72,85.08,2285.5122,26518974,50.66,0.8452147,93.12,83.61,high-risk from unsafe water,Middle Income,0.03471906567727696,14.666970147487607,70.45358542151745,0.05445
Nepal,2007,NPL,4.776427,28.56,55.24,1.95,11.63,2.61,85.75,2346.2593,26713652,47.64,0.67676955,93.09,84.38,high-risk from unsafe water,Middle Income,0.03283560780083532,14.069652475820229,70.55000941091843,0.05445
Nepal,2008,NPL,4.558476,28.8,55.53,2.09,11.07,2.5,86.42,2473.9417,26881542,44.63,0.70963746,93.06,85.15,high-risk from unsafe water,Middle Income,0.031207770744699093,13.467129229416974,70.62638370968452,0.05445
Nepal,2009,NPL,4.438337,29.04,55.81,2.24,10.51,2.4,87.09,2572.175,27026952,41.64,0.79475653,93.03,85.92,high-risk from unsafe water,Middle Income,0.03071045525222378,12.841514648044663,70.58070403203439,0.054450000000000005
Nepal,2010,NPL,4.1363835,29.28,56.08,2.39,9.96,2.29,87.75,2682.6987,27161572,38.66,0.78889084,93.0,86.69,high-risk from unsafe water,Middle Income,0.02890845198503238,12.182420811284413,70.33366478199422,0.05445
Nepal,2011,NPL,3.8448024,29.52,56.35,2.54,9.41,2.18,88.41,2763.8289,27266398,35.7,0.79485244,92.96,87.47,high-risk from unsafe water,Middle Income,0.027806716530727676,11.497921360936637,69.90171198997389,0.05445
Nepal,2012,NPL,3.6363974,29.75,56.61,2.7,8.87,2.08,89.06,2886.0974,27330696,32.75,0.78674686,92.93,88.24,high-risk from unsafe water,Middle Income,0.02632421069701262,10.80625608656289,69.37055316849596,0.051590000000000004
Nepal,2013,NPL,3.4989038,28.31,58.54,2.85,8.33,1.97,89.7,2982.287,27381558,29.82,0.75677407,92.9,89.01,high-risk from unsafe water,Middle Income,0.026059802732919725,10.122897316507702,70.47064670315693,0.05639999999999999
Nepal,2014,NPL,3.3594875,26.85,60.48,3.01,7.79,1.86,90.34,3152.2932,27462110,26.91,0.87364477,92.87,89.78,high-risk from unsafe water,Middle Income,0.024887526850631655,9.462219035609428,71.66936189535326,0.05445
Nepal,2015,NPL,3.138317,25.36,62.45,3.17,7.26,1.76,90.98,3260.035,27610328,24.01,0.90927666,92.84,90.55,high-risk from unsafe water,Middle Income,0.023897506759064942,8.829072946905955,73.02890425640724,0.05445
Nepal,2016,NPL,3.139934,23.85,64.43,3.33,6.74,1.66,91.6,3244.6743,27861186,21.13,1.0077181,92.81,91.32,high-risk from unsafe water,Middle Income,0.022825733262037014,8.215210221129855,74.51547827145622,0.05445
Nepal,2017,NPL,3.0818346,22.32,66.42,3.49,6.22,1.55,92.23,3495.5288,28183424,18.26,1.0654247,92.77,92.1,high-risk from unsafe water,Middle Income,0.022474416167460706,7.6212599292406775,76.16574196236768,0.09101
Nepal,2018,NPL,2.93533,20.76,68.43,3.65,5.71,1.45,92.84,3719.3079,28506718,15.42,1.0672121,92.74,92.87,high-risk from unsafe water,Middle Income,0.021829696424541054,7.054137203728608,78.09886778267496,0.07486000000000001
Nepal,2019,NPL,2.838438,19.18,70.46,3.81,5.2,1.35,93.45,3922.0813,28832500,12.59,1.1028087,92.71,93.64,high-risk from unsafe water,Middle Income,0.021054885979363565,6.497254833954738,80.19439174542616,0.08091
Netherlands,2000,NLD,0.0034661137,99.99,0.01,0.0,0.0,0.0,100.0,47422.203,15899138,0.0,5.3209352,100.0,100.0,low-risk from unsafe water,High Income,0.00018642520116499397,0.0,0.007723689171073299,0.24427
Netherlands,2001,NLD,0.0037759056,99.99,0.01,0.0,0.0,0.0,100.0,48160.785,15981630,0.0,5.611759,100.0,100.0,low-risk from unsafe water,High Income,0.0003462099923474639,0.0,0.008728771721032211,0.25193
Netherlands,2002,NLD,0.004325868,99.99,0.01,0.0,0.0,0.0,100.0,47958.332,16057042,0.0,6.052636,100.0,100.0,low-risk from unsafe water,High Income,0.0004443533248527343,0.0,0.00973404690602416,0.25815
Netherlands,2003,NLD,0.0049296813,99.99,0.01,0.0,0.0,0.0,100.0,47806.883,16127574,0.0,6.354595,100.0,100.0,low-risk from unsafe water,High Income,0.0005472614790048399,0.0,0.01073937096800796,0.262
Netherlands,2004,NLD,0.005338415,99.99,0.01,0.0,0.0,0.0,100.0,48586.703,16196036,0.0,6.24974,100.0,100.0,low-risk from unsafe water,High Income,0.0006720162884300826,0.0,0.01175596300230501,0.26469
Netherlands,2005,NLD,0.0057263537,99.99,0.01,0.0,0.0,0.0,100.0,49467.434,16261834,0.0,6.2241893,100.0,100.0,low-risk from unsafe water,High Income,0.0006253292217839636,0.0,0.012766087761072952,0.26997000000000004
Netherlands,2006,NLD,0.0060626594,99.99,0.01,0.0,0.0,0.0,100.0,51097.363,16325679,0.0,6.368532,100.0,100.0,low-risk from unsafe water,High Income,0.0007124971647427344,0.0,0.013769718245715845,0.27791
Netherlands,2007,NLD,0.0064001833,99.99,0.01,0.0,0.0,0.0,100.0,52909.97,16391232,0.0,6.269684,100.0,100.0,low-risk from unsafe water,High Income,0.0007971945000839473,0.0,0.0147700917173279,0.27724000000000004
Netherlands,2008,NLD,0.006744285,99.98,0.02,0.0,0.0,0.0,100.0,53848.254,16460775,0.0,6.1780167,100.0,100.0,low-risk from unsafe water,High Income,0.0010976396919343105,0.0,0.015764749837112773,0.2849
Netherlands,2009,NLD,0.006809982,99.98,0.02,0.0,0.0,0.0,100.0,51607.605,16536200,0.0,6.6640844,100.0,100.0,low-risk from unsafe water,High Income,0.0008137903508665836,0.0,0.01674508049007632,0.29057
Netherlands,2010,NLD,0.0070147505,99.98,0.02,0.0,0.0,0.0,100.0,52032.99,16617121,0.0,6.830552,100.0,100.0,low-risk from unsafe water,High Income,0.0009700236280400197,0.0,0.017716667044790732,0.29516
Netherlands,2011,NLD,0.007077247,99.98,0.02,0.0,0.0,0.0,100.0,52594.23,16701470,0.0,6.8888106,100.0,100.0,low-risk from unsafe water,High Income,0.0010517038320578967,0.0,0.01868099035593873,0.31243
Netherlands,2012,NLD,0.007060424,99.98,0.02,0.0,0.0,0.0,100.0,51860.055,16785296,0.0,7.038039,100.0,100.0,low-risk from unsafe water,High Income,0.0011722164446787235,0.0,0.019642191594357348,0.32463000000000003
Netherlands,2013,NLD,0.0067724627,99.98,0.02,0.0,0.0,0.0,100.0,51640.08,16867352,0.0,7.1233363,100.0,100.0,low-risk from unsafe water,High Income,0.003369230688966472,0.0,0.02059600107948183,0.33058
Netherlands,2014,NLD,0.0066454364,99.98,0.02,0.0,0.0,0.0,100.0,52186.996,16954080,0.0,7.1484303,100.0,100.0,low-risk from unsafe water,High Income,0.002999926861262894,0.0,0.02154053773486972,0.34194
Netherlands,2015,NLD,0.006568635,99.98,0.02,0.0,0.0,0.0,100.0,52974.117,17041110,0.0,6.819341,100.0,100.0,low-risk from unsafe water,High Income,0.003344559127897185,0.0,0.02248092993942296,0.34917
Netherlands,2016,NLD,0.00655633,99.98,0.02,0.0,0.0,0.0,100.0,53847.83,17124512,0.0,6.7407184,100.0,100.0,low-risk from unsafe water,High Income,0.0031429800744102957,0.0,0.02340504652044975,0.35469999999999996
Netherlands,2017,NLD,0.006378618,99.98,0.02,0.0,0.0,0.0,100.0,55088.633,17207204,0.0,6.501966,100.0,100.0,low-risk from unsafe water,High Income,0.0031381623650187443,0.0,0.02433283176046498,0.36266
Netherlands,2018,NLD,0.006215708,99.97,0.03,0.0,0.0,0.0,100.0,56060.914,17286042,0.0,6.5980434,100.0,100.0,low-risk from unsafe water,High Income,0.0035208753976184947,0.0,0.02525737239328702,0.37066
Netherlands,2019,NLD,0.006066345,99.97,0.03,0.0,0.0,0.0,100.0,56784.04,17363260,0.0,6.675563,100.0,100.0,low-risk from unsafe water,High Income,0.0033630781316411782,0.0,0.02618171933150802,0.30124
New Zealand,2000,NZL,0.008908397,82.26,17.74,0.0,0.0,0.0,100.0,32772.582,3855266,0.0,5.56447,100.0,100.0,low-risk from unsafe water,High Income,0.00045911228952814144,0.0,17.756699537723208,0.22324000000000002
New Zealand,2001,NZL,0.008599643,82.26,17.74,0.0,0.0,0.0,100.0,33708.703,3889587,0.0,5.546198,100.0,100.0,low-risk from unsafe water,High Income,0.00029771798394019725,0.0,17.823280466537962,0.21728
New Zealand,2002,NZL,0.009900546,82.26,17.74,0.0,0.0,0.0,100.0,34676.797,3948582,0.0,5.9201937,100.0,100.0,low-risk from unsafe water,High Income,0.0004576326387548745,0.0,17.805252619801234,0.21177
New Zealand,2003,NZL,0.010901167,82.26,17.74,0.0,0.0,0.0,100.0,35546.098,4019944,0.0,5.8297744,100.0,100.0,low-risk from unsafe water,High Income,0.0002542323972672256,0.0,17.74895371676819,0.21775000000000003
New Zealand,2004,NZL,0.013179373,82.26,17.74,0.0,0.0,0.0,100.0,36432.492,4081415,0.0,6.0866647,100.0,100.0,low-risk from unsafe water,High Income,0.00039153087838408987,0.0,17.735246232005323,0.21922000000000005
New Zealand,2005,NZL,0.015905516,82.26,17.74,0.0,0.0,0.0,100.0,37219.805,4132782,0.0,6.3661394,100.0,100.0,medium-risk from unsafe water,High Income,0.000391019898944585,0.0,17.7505854409935,0.21051999999999998
New Zealand,2006,NZL,0.020193372,83.59,16.41,0.0,0.0,0.0,100.0,37828.188,4179986,0.0,6.67046,100.0,100.0,medium-risk from unsafe water,High Income,0.00044736991942078276,0.0,16.43469619276237,0.22707
New Zealand,2007,NZL,0.027346833,84.92,15.08,0.0,0.0,0.0,100.0,38611.98,4221495,0.0,6.6046605,100.0,100.0,medium-risk from unsafe water,High Income,0.0014321940450006455,0.0,15.124783992400797,0.22927
New Zealand,2008,NZL,0.032958232,86.24,13.76,0.0,0.0,0.0,100.0,37860.113,4260235,0.0,7.082837,100.0,100.0,medium-risk from unsafe water,High Income,0.0014393572185571924,0.0,13.813345977393265,0.24531000000000003
New Zealand,2009,NZL,0.038143173,87.57,12.43,0.0,0.0,0.0,100.0,37432.832,4302884,0.0,7.477217,100.0,100.0,medium-risk from unsafe water,High Income,0.002353537766762943,0.0,12.486555528803473,0.25689
New Zealand,2010,NZL,0.040811867,88.9,11.1,0.0,0.0,0.0,100.0,37583.113,4346345,0.0,7.5083604,100.0,100.0,medium-risk from unsafe water,High Income,0.0014241851486708947,0.0,11.160020661038182,0.26114
New Zealand,2011,NZL,0.044412136,90.23,9.77,0.0,0.0,0.0,100.0,38137.492,4381274,0.0,7.4998655,100.0,100.0,medium-risk from unsafe water,High Income,0.0018919154565544178,0.0,9.85482761406842,0.26328999999999997
New Zealand,2012,NZL,0.04634612,91.56,8.44,0.0,0.0,0.0,100.0,38780.605,4410285,0.0,7.577423,100.0,100.0,medium-risk from unsafe water,High Income,0.0021855730411980178,0.0,8.554775938516446,0.26783
New Zealand,2013,NZL,0.04548333,92.88,7.12,0.0,0.0,0.0,100.0,39521.074,4450641,0.0,7.267099,100.0,100.0,medium-risk from unsafe water,High Income,0.0014725968686308333,0.0,7.223903253486408,0.27817
New Zealand,2014,NZL,0.047571193,94.21,5.79,0.0,0.0,0.0,100.0,40353.105,4514198,0.0,7.2801533,100.0,100.0,medium-risk from unsafe water,High Income,0.0020940596757164837,0.0,5.855724538445146,0.28604
New Zealand,2015,NZL,0.04548363,95.54,4.46,0.0,0.0,0.0,100.0,41020.312,4590591,0.0,6.9341555,100.0,100.0,medium-risk from unsafe water,High Income,0.0015915162121827016,0.0,4.482603656043416,0.30301999999999996
New Zealand,2016,NZL,0.042042784,96.87,3.13,0.0,0.0,0.0,100.0,41620.348,4668088,0.0,6.8877444,100.0,100.0,medium-risk from unsafe water,High Income,0.0012114167513551585,0.0,3.1253909523556542,0.31524
New Zealand,2017,NZL,0.04038199,98.2,1.8,0.0,0.0,0.0,100.0,42218.54,4746253,0.0,6.805855,100.0,100.0,medium-risk from unsafe water,High Income,0.0016931250820383995,0.0,1.7865040064235935,0.33296
New Zealand,2018,NZL,0.03843614,99.52,0.48,0.0,0.0,0.0,100.0,42862.07,4838528,0.0,6.892203,100.0,100.0,medium-risk from unsafe water,High Income,0.001643888389196053,0.0,0.46590615988995004,0.34204999999999997
New Zealand,2019,NZL,0.036750954,100.0,0.0,0.0,0.0,0.0,100.0,43110.37,4959033,0.0,7.360546,100.0,100.0,medium-risk from unsafe water,High Income,0.0016301565244675727,0.0,0.0,0.25831894736842104
Nicaragua,2000,NIC,1.8991319,47.85,32.8,0.61,14.38,4.36,81.25,3927.062,5123223,15.75,2.5671213,94.88,64.47,high-risk from unsafe water,Middle Income,0.010544338983487543,18.54785551985537,51.60218479656263,0.07993533333333333
Nicaragua,2001,NIC,1.6996804,47.95,32.72,0.67,14.36,4.3,81.34,3989.1873,5192765,15.18,2.4591522,95.05,64.36,high-risk from unsafe water,Middle Income,0.009571008894105549,18.48966783592171,51.57491240215955,0.07993533333333332
Nicaragua,2002,NIC,1.5051827,48.05,32.65,0.73,14.34,4.23,81.43,3968.637,5259017,14.62,2.4618068,95.21,64.24,high-risk from unsafe water,Middle Income,0.009104553189312756,18.434129420003774,51.556859390262474,0.07993533333333332
Nicaragua,2003,NIC,1.3491689,48.15,32.57,0.79,14.32,4.17,81.51,4019.7146,5323064,14.06,2.557101,95.38,64.13,medium-risk from unsafe water,Middle Income,0.008691234972940396,18.380335085206564,51.545970516229,0.03864
Nicaragua,2004,NIC,1.2182741,48.25,32.5,0.84,14.3,4.1,81.6,4183.608,5386220,13.5,2.2737882,95.54,64.01,medium-risk from unsafe water,Middle Income,0.008413321401650879,18.327788319080916,51.540857967182916,0.07993533333333332
