Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,death_count - Cause: Diarrhoeal diseases - Sex: Both sexes - Age_group: ALLAges,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),wat_imp_number_without,san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,wat_sm_number_without,"Physicians (per 1,000 people)"
Portugal,2015,PRT,0.025510358,95.35,4.56,0.0,0.1,0.0,170.64,99.9,31118.791,10365436,9882,0.0,5.745434,100.0,99.74,482309,4.7487
Portugal,2016,PRT,0.025496239,95.36,4.55,0.0,0.09,0.0,237.45,99.91,31847.537,10332751,9687,0.0,5.784498,100.0,99.74,479323,4.9397
Portugal,2017,PRT,0.022745984,95.36,4.54,0.0,0.09,0.0,214.16,99.91,33044.715,10307528,9500,0.0,5.6893897,100.0,99.74,477057,5.124
Portugal,2018,PRT,0.020960134,95.36,4.54,0.0,0.09,0.0,256.19,99.91,34040.727,10289833,9321,0.0,5.7566347,100.0,99.74,475454,5.3117
Portugal,2019,PRT,0.019368492,95.36,4.55,0.0,0.09,0.0,230.62,99.91,34945.66,10289921,9145,0.0,5.805348,100.0,99.74,474387,4.012621052631579
Romania,2001,ROU,0.0738964,81.61,18.39,0.0,0.0,0.0,100.91,100.0,12994.325,21797588,0,0.0,3.4899042,100.0,100.0,4044062,1.9816
Romania,2002,ROU,0.062998936,81.59,18.41,0.0,0.0,0.0,102.64,100.0,13989.154,21653530,0,0.0,3.6797502,100.0,100.0,4023490,2.096
Romania,2003,ROU,0.056056656,81.63,18.37,0.0,0.0,0.0,109.72,100.0,14420.295,21481322,0,0.0,4.4619365,100.0,100.0,3990911,2.3802714285714286
Romania,2004,ROU,0.05200379,81.66,18.34,0.0,0.0,0.0,104.56,100.0,16015.051,21289292,0,0.0,4.0427895,100.0,100.0,3956725,2.2314
Romania,2005,ROU,0.043841276,81.7,18.3,0.0,0.0,0.0,88.26,100.0,16866.492,21092264,0,0.0,4.4098105,100.0,100.0,3919334,2.2126
Romania,2006,ROU,0.037640583,81.74,18.26,0.0,0.0,0.0,81.01,100.0,18328.932,20909406,0,0.0,4.020861,100.0,100.0,3877977,2.2104
Romania,2007,ROU,0.029978486,81.77,18.23,0.0,0.0,0.0,46.36,100.0,19947.31,20744226,0,0.0,4.0906644,100.0,100.0,3833631,2.2915
Romania,2008,ROU,0.02614191,81.81,18.19,0.0,0.0,0.0,48.68,100.0,22170.281,20597516,0,0.0,4.0731764,100.0,100.0,3788605,2.4133
Romania,2009,ROU,0.0228162,81.85,18.15,0.0,0.0,0.0,38.79,100.0,21122.297,20466318,0,0.0,4.1520824,100.0,100.0,3746117,2.4414
Romania,2010,ROU,0.021356724,81.89,18.11,0.0,0.0,0.0,46.8,100.0,20419.188,20335212,0,0.0,4.606637,100.0,100.0,3708370,2.4804
Romania,2011,ROU,0.021503093,81.92,18.08,0.0,0.0,0.0,55.77,100.0,21446.771,20220286,0,0.0,3.525381,100.0,100.0,3676350,2.5153
Romania,2012,ROU,0.020830011,81.93,18.07,0.0,0.0,0.0,39.65,100.0,21957.15,20137112,0,0.0,3.6383967,100.0,100.0,3655798,2.5887
Romania,2013,ROU,0.022153186,81.92,18.08,0.0,0.0,0.0,93.2,100.0,22098.33,20066550,0,0.0,4.1028852,100.0,100.0,3640793,2.624
Romania,2014,ROU,0.021473128,81.91,18.09,0.0,0.0,0.0,117.14,100.0,23095.28,19995836,0,0.0,3.9612255,100.0,100.0,3625377,2.3802714285714286
Romania,2015,ROU,0.022255087,81.9,18.1,0.0,0.0,0.0,175.06,100.0,23937.46,19906078,0,0.0,3.8559978,100.0,100.0,3606072,2.3802714285714286
Romania,2016,ROU,0.023064869,81.91,18.09,0.0,0.0,0.0,180.87,100.0,24763.135,19797820,0,0.0,3.9118576,100.0,100.0,3582014,2.2565
Romania,2017,ROU,0.02347351,81.92,18.08,0.0,0.0,0.0,219.74,100.0,26948.158,19698852,0,0.0,4.0478535,100.0,100.0,3554261,2.9807
Romania,2018,ROU,0.02157842,81.93,18.07,0.0,0.0,0.0,245.04,100.0,28741.227,19606778,0,0.0,4.431208,100.0,100.0,3524099,2.3802714285714286
Romania,2019,ROU,0.020477075,81.96,18.04,0.0,0.0,0.0,223.44,100.0,30006.336,19524212,0,0.0,4.6036143,100.0,100.0,3493812,2.3802714285714286
Russia,2000,RUS,0.048716318,74.71,20.57,0.61,3.32,0.79,1261.06,95.89,14569.937,146844848,6010616,0.0,2.9796474,98.91,87.58,37031644,6.9685
Russia,2001,RUS,0.04416627,74.7,20.57,0.61,3.32,0.79,1118.57,95.89,15378.09,146235520,5987701,0.0,3.0430136,98.91,87.58,36888157,6.9437
Russia,2002,RUS,0.037472863,74.76,20.61,0.62,3.23,0.79,1010.95,95.98,16175.098,145590144,5838216,0.0,3.2191043,98.93,87.88,36656648,7.0185
Russia,2003,RUS,0.03270194,74.82,20.63,0.62,3.15,0.79,914.8,96.07,17434.809,144946720,5684378,0.0,3.0000572,98.94,88.17,36412464,7.0601
Russia,2004,RUS,0.028370263,74.89,20.65,0.62,3.06,0.78,799.37,96.16,18765.52,144353648,5532792,0.0,2.7975342,98.95,88.46,36182427,7.0864
Russia,2005,RUS,0.024451032,74.95,20.68,0.62,2.97,0.78,714.37,96.25,20042.814,143800048,5387089,0.0,2.9176598,98.96,88.75,35983788,7.1251
Russia,2006,RUS,0.022288702,75.02,20.7,0.62,2.88,0.78,617.21,96.34,21757.465,143338672,5247593,0.0,2.9423769,98.97,89.04,35820794,7.2687
Russia,2007,RUS,0.020238256,75.09,20.72,0.62,2.79,0.78,558.55,96.43,23647.266,143117680,5113656,0.0,2.9462883,98.98,89.33,35691213,7.3211
Russia,2008,RUS,0.017880535,75.15,20.75,0.62,3.48,0.7850000000000001,537.01,96.52,24887.854,143086544,4984483,0.0,3.071022,98.99,89.63,35591747,7.2943
Russia,2009,RUS,0.016968263,75.22,20.77,0.62,3.39,0.7850000000000001,519.53,96.61,22939.693,143163648,4859079,0.0,3.5030072,99.0,89.92,35516617,7.3552
Russia,2010,RUS,0.0157444,75.29,20.79,0.62,3.3,0.7850000000000001,511.52,96.7,23961.22,143242592,4736214,0.0,3.0512261,99.02,90.21,35459527,7.1992
Russia,2011,RUS,0.01671801,75.35,20.81,0.62,3.21,0.7850000000000001,482.58,96.79,24972.078,143364544,4615728,0.0,3.0040421,99.03,90.5,35420048,6.452
Russia,2012,RUS,0.017956523,75.42,20.83,0.62,3.12,0.7850000000000001,453.39,96.88,25933.293,143629360,4495634,0.0,3.1448402,99.04,90.79,35391306,4.326
Russia,2013,RUS,0.01729639,75.49,20.85,0.62,3.03,0.7850000000000001,441.11,96.97,26332.396,143956864,4375245,0.0,3.1695907,99.05,91.08,35367174,4.2936
Russia,2014,RUS,0.016427184,75.57,20.86,0.62,2.94,0.7850000000000001,460.3,97.06,26057.156,144285072,4253399,0.0,3.2018385,99.06,91.38,35338781,4.4454
Russia,2015,RUS,0.015085914,75.65,20.87,0.62,2.85,0.7850000000000001,455.17,97.15,25488.096,144668384,4129694,0.0,3.1097589,99.07,91.67,35300402,4.2474
Russia,2016,RUS,0.014293923,75.74,20.88,0.62,2.76,0.7850000000000001,452.31,97.24,25490.709,145109152,4003950,0.0,3.012488,99.08,91.96,35249151,4.282
Russia,2017,RUS,0.013751911,75.82,20.89,0.62,2.66,0.7850000000000001,434.32,97.34,25926.443,145452544,3876258,0.0,3.059328,99.1,92.25,35183792,4.3921
Russia,2018,RUS,0.013647607,75.91,20.89,0.62,2.57,0.7850000000000001,419.42,97.43,26656.41,145652288,3746583,0.0,3.1840234,99.11,92.54,35101227,4.4395
Russia,2019,RUS,0.013305506,76.01,20.89,0.62,2.48,0.7850000000000001,403.2,97.52,27254.574,145742288,3614873,0.0,3.4541602,99.12,92.84,34998103,6.079936842105262
Samoa,2000,WSM,0.7682984,44.69,44.05,6.35,4.63,0.28,14.73,95.09,4174.2954,184022,8560,0.03,3.673966,91.74,96.04,96484,0.36579999999999996
Samoa,2001,WSM,0.7345407,44.69,44.05,6.35,4.63,0.28,14.27,95.09,4446.007,185542,8613,0.03,3.1982474,91.74,96.04,97007,0.36579999999999996
Samoa,2002,WSM,0.70272005,44.69,44.05,6.35,4.63,0.28,14.73,95.09,4669.6074,186645,8653,0.03,3.5071573,91.74,96.04,97564,0.36579999999999996
Samoa,2003,WSM,0.6747249,44.7,44.06,6.35,4.62,0.28,14.67,95.11,4891.7856,187455,8687,0.03,2.8892045,91.74,96.04,98148,0.2817
Samoa,2004,WSM,0.65066546,44.7,44.07,6.34,4.61,0.28,16.05,95.12,5025.835,188083,8723,0.03,3.0987124,91.74,96.04,98756,0.36579999999999996
Samoa,2005,WSM,0.6253925,44.83,44.19,6.36,4.35,0.28,14.85,95.37,5343.798,188634,8315,0.04,3.2616098,92.39,96.18,99161,0.2782
Samoa,2006,WSM,0.61014515,44.95,44.31,6.37,4.1,0.27,15.65,95.63,5436.0337,189384,7906,0.04,3.5313175,93.03,96.32,99579,0.36579999999999996
Samoa,2007,WSM,0.59325576,45.06,44.43,6.39,3.85,0.27,16.54,95.88,5430.935,190490,7497,0.05,3.361759,93.68,96.46,100007,0.36579999999999996
Samoa,2008,WSM,0.5759351,45.18,44.55,6.4,3.6,0.27,15.18,96.13,5585.6787,191791,7088,0.06,3.557783,94.33,96.6,100465,0.4637
Samoa,2009,WSM,0.53290224,45.3,44.66,6.42,3.36,0.26,16.01,96.38,5515.477,193189,6680,0.07,4.0857143,94.97,96.74,100953,0.36579999999999996
Samoa,2010,WSM,0.5873916,45.41,44.78,6.43,3.11,0.26,14.64,96.63,5808.3037,194686,6273,0.08,3.9851456,95.62,96.88,101499,0.3443
Samoa,2011,WSM,0.58862484,45.53,44.9,6.45,2.87,0.26,13.33,96.87,5980.2915,196364,5868,0.08,3.7005682,96.26,97.02,102117,0.36579999999999996
Samoa,2012,WSM,0.5872194,45.64,45.01,6.46,2.63,0.26,13.5,97.11,5705.579,198131,5463,0.09,3.9782856,96.91,97.16,102785,0.36579999999999996
Samoa,2013,WSM,0.6135855,45.75,45.12,6.47,2.4,0.25,13.85,97.35,5659.8516,199952,5054,0.1,4.1728253,97.56,97.3,103453,0.4824
Samoa,2014,WSM,0.61713696,45.87,45.23,6.49,2.16,0.25,13.81,97.59,5645.8657,201769,4639,0.11,4.6575656,98.2,97.44,104057,0.36579999999999996
Samoa,2015,WSM,0.59929615,45.98,45.35,6.5,1.93,0.25,13.04,97.82,5811.005,203586,4217,0.12,4.5785503,98.85,97.58,104542,0.36579999999999996
Samoa,2016,WSM,0.5858359,46.08,45.46,6.51,1.7,0.25,13.14,98.05,6214.715,205559,3789,0.13,4.1566777,99.5,97.72,104887,0.3445
Samoa,2017,WSM,0.57205033,46.18,45.55,6.52,1.52,0.22,12.8,98.26,6238.796,207642,3408,0.14,4.171524,100.0,97.86,105141,0.36579999999999996
Samoa,2018,WSM,0.55645794,46.23,45.61,6.53,1.41,0.22,13.2,98.37,6139.523,209715,3205,0.14,3.951247,100.0,98.0,105454,0.36579999999999996
Samoa,2019,WSM,0.5322391,46.23,45.61,6.52,1.42,0.22,11.92,98.36,6346.1465,211915,3228,0.15,4.6222515,100.0,98.0,105977,0.36579999999999996
Sao Tome and Principe,2000,STP,3.033824,25.54,42.54,12.02,9.04,10.87,82.01,80.1,3309.4985789473685,143729,28316,70.79,3.4410164,87.69,71.39,105925,0.42145
Sao Tome and Principe,2001,STP,2.881312,26.05,42.7,12.41,8.56,10.29,73.28,81.16,2558.9834,146271,27274,69.4,3.634058,88.41,72.52,107050,0.42145
Sao Tome and Principe,2002,STP,3.0930843,26.59,42.84,12.82,8.07,9.69,66.04,82.25,2581.7236,149852,26173,67.97,3.7499661,89.13,73.65,108239,0.42145
Sao Tome and Principe,2003,STP,2.532915,27.14,42.96,13.23,7.58,9.09,58.38,83.33,2724.494,153774,25065,66.54,6.0474033,89.85,74.78,109579,0.42145
Sao Tome and Principe,2004,STP,2.8049335,27.7,43.07,13.64,7.09,8.5,54.39,84.41,2750.4946,157714,23968,65.11,5.1874843,90.57,75.91,111152,0.527
Sao Tome and Principe,2005,STP,3.120237,28.26,43.16,14.06,6.6,7.93,57.06,85.47,2860.189,161697,22877,63.68,5.030724,91.29,77.04,112974,0.42145
Sao Tome and Principe,2006,STP,2.7086055,28.82,43.23,14.47,6.12,7.36,58.42,86.52,3037.7756,165739,21787,62.25,0.54853547,92.01,78.17,115082,0.42145
Sao Tome and Principe,2007,STP,2.311144,29.38,43.29,14.9,5.64,6.8,55.5,87.56,3072.0234,169859,20680,60.82,1.6638855,92.73,79.31,117432,0.42145
Sao Tome and Principe,2008,STP,2.1791215,29.95,43.32,15.32,5.16,6.25,55.33,88.59,3185.3728,174019,19518,59.4,1.2229904,93.45,80.44,119868,0.42145
Sao Tome and Principe,2009,STP,1.8734183,30.52,43.34,15.75,4.68,5.71,49.88,89.61,3187.1223,178145,18271,57.97,1.6996136,94.17,81.57,122197,0.42145
Sao Tome and Principe,2010,STP,1.7430958,31.09,43.35,16.17,4.2,5.18,45.75,90.62,3324.9163,182154,16922,56.55,2.047337,94.89,82.7,124287,0.42145
Sao Tome and Principe,2011,STP,1.421605,31.67,43.34,16.6,3.73,4.66,40.92,91.61,3398.276,186058,15475,55.13,2.2490468,95.61,83.83,126084,0.42145
Sao Tome and Principe,2012,STP,1.2002343,32.25,43.31,17.04,3.26,4.15,38.5,92.6,3433.4436,189936,13946,53.72,2.1099014,96.33,84.96,127643,0.42145
Sao Tome and Principe,2013,STP,1.0859504,32.82,43.27,17.47,2.79,3.64,38.98,93.57,3527.5642,193765,12355,52.31,2.6623507,97.05,86.09,129033,0.42145
Sao Tome and Principe,2014,STP,1.0358084,33.4,43.22,17.91,2.32,3.15,36.4,94.52,3687.4404,197511,10717,50.91,2.365083,97.77,87.22,130363,0.42145
Sao Tome and Principe,2015,STP,0.9578882,33.97,43.16,18.34,1.86,2.67,32.87,95.47,3762.5698,201142,9038,49.51,1.6886791,98.49,88.36,131696,0.3159
Sao Tome and Principe,2016,STP,0.9060446,34.54,43.08,18.78,1.4,2.2,30.26,96.4,3852.0842,204640,7315,48.12,2.592541,99.21,89.49,133037,0.42145
Sao Tome and Principe,2017,STP,0.8795103,35.1,42.99,19.22,0.94,1.74,28.85,97.32,3934.8943,208050,5548,46.74,2.973781,99.93,90.62,134393,0.42145
Serbia,2000,SRB,0.012412993,74.38,14.93,10.06,0.61,0.02,20.93,99.37,8902.2,7935023,60016,0.07,4.252775,99.59,99.12,2431005,2.4462642857142853
Serbia,2001,SRB,0.012483104,74.42,14.89,10.07,0.6,0.02,13.48,99.38,9530.937,7917792,58669,0.07,4.5842314,99.59,99.14,2407631,2.4462642857142853
Serbia,2002,SRB,0.012147618,74.46,14.84,10.09,0.59,0.02,4.03,99.39,10148.3955,7904272,57419,0.07,5.81697,99.59,99.15,2387523,2.4462642857142853
Serbia,2003,SRB,0.011800204,74.49,14.8,10.1,0.58,0.02,16.94,99.39,10616.243,7887466,56245,0.07,5.679215,99.6,99.16,2370050,2.2114
Serbia,2004,SRB,0.011522124,74.53,14.75,10.12,0.58,0.02,2.67,99.4,11601.737,7863399,55112,0.07,5.591586,99.6,99.18,2353777,2.2693
Serbia,2005,SRB,0.011389293,74.57,15.08,9.76,0.57,0.02,17.29,99.41,12280.192,7830944,53997,0.07,5.418797,99.6,99.19,2337768,2.2609
Serbia,2006,SRB,0.011301781,74.61,15.41,9.4,0.56,0.02,7.82,99.42,12958.291,7794792,52901,0.07,5.3046966,99.61,99.2,2322032,2.2858
Serbia,2007,SRB,0.011299826,74.65,15.74,9.04,0.55,0.02,12.44,99.43,13848.781,7758181,51834,0.07,5.717493,99.61,99.22,2307129,2.3447
Serbia,2008,SRB,0.0110723125,74.69,16.07,8.68,0.54,0.02,23.57,99.44,14694.432,7722801,50801,0.07,5.863495,99.61,99.23,2293198,2.4215
Serbia,2009,SRB,0.011328354,74.73,16.4,8.32,0.53,0.02,21.5,99.45,14350.445,7688037,49802,0.06,5.757973,99.62,99.24,2280396,2.4467
Serbia,2010,SRB,0.011792965,74.77,16.73,7.96,0.52,0.02,33.38,99.46,14513.582,7653749,48840,0.06,5.808034,99.62,99.26,2268813,2.482
Serbia,2011,SRB,0.0127210235,74.81,17.07,7.59,0.52,0.02,58.96,99.47,14926.494,7620925,47911,0.06,5.5666013,99.62,99.27,2258403,2.5003
Serbia,2012,SRB,0.012915036,74.83,17.42,7.23,0.51,0.02,81.11,99.47,14896.884,7591357,47036,0.06,5.790363,99.63,99.28,2250067,2.4961
Serbia,2013,SRB,0.014537442,74.85,17.77,6.86,0.5,0.02,129.7,99.48,15402.562,7566674,46189,0.06,5.5705056,99.63,99.3,2242725,2.4945
Serbia,2014,SRB,0.014830109,74.88,18.13,6.48,0.49,0.02,153.08,99.49,15229.067,7543965,45350,0.06,5.382767,99.63,99.31,2235537,2.4611
Serbia,2015,SRB,0.014725956,74.9,18.49,6.11,0.48,0.02,206.98,99.5,15581.014,7519501,44512,0.06,5.083877,99.64,99.32,2228146,2.4603
Serbia,2016,SRB,0.014974158,74.92,18.85,5.74,0.48,0.02,152.26,99.51,16185.742,7493288,43673,0.03,4.870511,99.64,99.34,2220425,3.1131
Serbia,2017,SRB,0.014536833,74.95,19.2,5.37,0.47,0.02,107.4,99.51,16614.014,7464882,42828,0.03,4.724979,99.64,99.35,2212097,2.4462642857142853
Serbia,2018,SRB,0.013880157,74.97,19.56,4.99,0.46,0.02,163.84,99.52,17455.945,7433825,41972,0.03,5.0650887,99.65,99.36,2202910,2.4462642857142853
Serbia,2019,SRB,0.013215255,75.01,19.91,4.62,0.45,0.02,167.02,99.53,18310.08,7401056,41102,0.03,5.0602803,99.65,99.38,2192597,2.4462642857142853
Sierra Leone,2000,SLE,8.14882,4.83,35.74,5.78,16.23,37.42,8869.34,46.35,1057.8557,4584074,2459426,26.1,2.0776079,77.57,29.08,4363081,0.033339999999999995
Sierra Leone,2001,SLE,7.723634,4.98,35.91,5.84,16.08,37.19,8642.08,46.74,935.0386,4857106,2532077,25.61,2.5113297,78.31,29.08,4517212,0.033339999999999995
Sierra Leone,2002,SLE,7.2352304,5.2,36.89,6.01,16.1,35.8,8566.73,48.1,1116.9664,5140120,2577288,25.13,2.8049378,79.06,30.6,4707581,0.033339999999999995
Sierra Leone,2003,SLE,6.787721,5.43,37.85,6.18,16.12,34.42,8276.48,49.46,1172.8911,5350917,2628840,24.65,2.200227,79.81,32.12,4918884,0.033339999999999995
Sierra Leone,2004,SLE,6.5613785,5.66,38.81,6.34,16.14,33.05,8644.68,50.81,1209.0588,5533329,2673012,24.17,2.0971227,80.55,33.64,5126387,0.0309
Sierra Leone,2005,SLE,6.308993,5.91,39.77,6.51,16.15,31.65,8049.49,52.2,1230.1787,5683338,2698851,23.68,1.7210622,81.3,35.16,5311906,0.033339999999999995
Sierra Leone,2006,SLE,6.2225757,6.17,40.75,6.68,16.15,30.24,7731.99,53.6,1254.2368,5809778,2704494,23.16,1.0842268,82.04,36.68,5469306,0.033339999999999995
Sierra Leone,2007,SLE,6.063006,6.45,41.71,6.86,16.15,28.84,7501.43,55.01,1325.7787,5939169,2694825,22.66,1.0738451,82.79,38.2,5603539,0.033339999999999995
Sierra Leone,2008,SLE,5.975324,6.73,42.66,7.03,16.14,27.45,7373.5,56.41,1362.5461,6090861,2673797,22.15,0.6328678,83.54,39.73,5721081,0.0155
Sierra Leone,2009,SLE,5.818078,7.01,43.59,7.2,16.12,26.08,6823.1,57.8,1368.0308,6259845,2647058,21.65,0.9330921,84.28,41.25,5832858,0.033339999999999995
Sierra Leone,2010,SLE,5.8626013,7.31,44.52,7.37,16.1,24.71,6907.47,59.19,1401.5741,6436699,2618337,21.16,1.2722797,85.03,42.77,5946852,0.0212
Sierra Leone,2011,SLE,5.800284,7.61,45.43,7.53,16.07,23.36,6764.44,60.57,1450.4935,6612390,2587847,20.67,0.88903224,85.78,44.29,6063869,0.0251
Sierra Leone,2012,SLE,5.9064517,7.92,46.33,7.7,16.04,22.01,6892.15,61.95,1627.34,6788594,2554292,20.18,0.9520574,86.52,45.81,6181127,0.033339999999999995
Sierra Leone,2013,SLE,5.7003508,8.23,47.22,7.87,16.0,20.68,6978.29,63.32,1914.7379,6964867,2517792,19.69,0.80621624,87.27,47.33,6298871,0.033339999999999995
Sierra Leone,2014,SLE,5.1890173,8.56,48.1,8.03,15.96,19.36,6524.95,64.68,1952.6921,7140700,2478145,19.21,1.3374571,88.01,48.85,6416825,0.033339999999999995
Sierra Leone,2015,SLE,5.3383665,8.88,48.96,8.2,15.91,18.04,6162.27,66.04,1513.562,7314779,2435263,18.73,1.6406907,88.76,50.37,6534767,0.033339999999999995
Sierra Leone,2016,SLE,5.4094205,9.22,49.82,8.36,15.86,16.74,5745.88,67.4,1566.8431,7493918,2389278,18.26,1.8463899,89.51,51.89,6653209,0.033339999999999995
Sierra Leone,2017,SLE,5.34775,9.56,50.66,8.53,15.79,15.46,5553.22,68.75,1593.4835,7677570,2340082,17.79,0.850962,90.25,53.41,6772509,0.033339999999999995
Sierra Leone,2018,SLE,5.3007655,9.91,51.5,8.69,15.72,14.17,5456.4,70.1,1610.1619,7861287,2287392,17.32,0.7686791,91.0,54.93,6892173,0.074
Sierra Leone,2019,SLE,5.1821136,10.26,52.33,8.86,15.65,12.91,5274.85,71.45,1655.6852,8046830,2230951,16.85,1.225321,91.74,56.45,7011454,0.033339999999999995
Slovakia,2000,SVK,0.010018706,92.18,5.8,2.02,0.0,0.0,12.0,100.0,15624.54,5376700,0,0.0,4.639136,100.0,100.0,422237,3.2264
Slovakia,2001,SVK,0.009758061,92.18,5.8,2.02,0.0,0.0,7.35,100.0,16162.48,5376457,0,0.0,4.698895,100.0,100.0,422388,3.2111
Slovakia,2002,SVK,0.0097737415,92.81,5.16,2.02,0.0,0.0,16.99,100.0,16897.46,5375206,0,0.0,4.8449616,100.0,100.0,388089,3.1879
Slovakia,2003,SVK,0.009712534,93.45,4.52,2.03,0.0,0.0,14.9,100.0,17838.404,5374381,0,0.0,4.740173,100.0,100.0,353708,3.1344
Slovakia,2004,SVK,0.009804552,94.09,3.88,2.03,0.0,0.0,8.42,100.0,18783.896,5374932,0,0.0,5.015679,100.0,100.0,319264,3.137
Slovakia,2005,SVK,0.00961832,94.73,3.24,2.03,0.0,0.0,6.66,100.0,20026.076,5376251,0,0.0,4.9504333,100.0,100.0,284775,3.0224
Slovakia,2006,SVK,0.009336159,95.36,2.6,2.04,0.0,0.0,11.24,100.0,21725.926,5377239,0,0.0,4.7729206,100.0,100.0,250243,3.1563
Slovakia,2007,SVK,0.008935074,96.01,1.96,2.04,0.0,0.0,8.16,100.0,24072.26,5378381,0,0.0,4.9322634,100.0,100.0,215672,3.3747
Slovakia,2008,SVK,0.008817142,96.65,1.31,2.04,0.0,0.0,11.55,100.0,25392.477,5381641,0,0.0,5.1980467,100.0,100.0,181068,3.3561
Slovakia,2009,SVK,0.008810663,97.29,0.96,1.75,0.0,0.0,17.62,100.0,23975.21,5388934,0,0.0,5.6937275,100.0,100.0,146432,3.2953
Slovakia,2010,SVK,0.0088276155,97.93,0.69,1.38,0.0,0.0,9.84,100.0,25561.707,5396428,0,0.0,5.488916,100.0,100.0,111702,3.351
Slovakia,2011,SVK,0.0090344325,98.58,0.42,1.0,0.0,0.0,20.31,100.0,26210.758,5402686,0,0.0,5.2984,100.0,100.0,76859,3.2999
Slovakia,2012,SVK,0.009542579,98.82,0.55,0.62,0.0,0.0,22.3,100.0,26511.27,5409283,0,0.0,5.3650646,100.0,100.0,63630,3.3598
Slovakia,2013,SVK,0.010005988,98.88,0.64,0.48,0.0,0.0,21.62,100.0,26650.363,5414744,0,0.0,5.4982514,100.0,100.0,60913,3.3855
Slovakia,2014,SVK,0.010141771,98.93,0.86,0.21,0.0,0.0,46.88,100.0,27342.627,5419572,0,0.0,5.4675283,100.0,100.0,58191,3.4214
Slovakia,2015,SVK,0.00984999,98.98,0.81,0.21,0.0,0.0,31.7,100.0,28728.156,5424449,0,0.0,5.3484945,100.0,100.0,55459,3.4438
Slovakia,2016,SVK,0.00986878,99.03,0.76,0.21,0.0,0.0,32.58,100.0,29248.885,5431205,0,0.0,5.6853976,100.0,100.0,52716,3.4664
Slovakia,2017,SVK,0.009509811,99.08,0.7,0.21,0.0,0.0,33.28,100.0,30061.55,5439418,0,0.0,5.3525543,100.0,100.0,49961,3.4156
Slovakia,2018,SVK,0.00922097,99.13,0.65,0.21,0.0,0.0,33.39,100.0,31229.863,5446746,0,0.0,5.3113966,100.0,100.0,47194,3.517
Slovakia,2019,SVK,0.008932736,99.19,0.6,0.21,0.0,0.0,33.9,100.0,31973.46,5453932,0,0.0,5.484521,100.0,100.0,44413,3.3032631578947367
Spain,2000,ESP,0.0065398645,99.37,0.63,0.0,0.0,0.0,298.98,100.0,34738.06,40741652,0,0.0,4.91906,100.0,100.0,258300,3.1158
Spain,2001,ESP,0.006961279,99.37,0.63,0.0,0.0,0.0,306.61,100.0,35854.586,40966448,0,0.0,4.8746185,100.0,100.0,261138,3.1002
Spain,2002,ESP,0.00748687,99.4,0.6,0.0,0.0,0.0,356.51,100.0,36317.1,41477652,0,0.0,4.8981194,100.0,100.0,250598,3.0932
Spain,2003,ESP,0.007939293,99.44,0.56,0.0,0.0,0.0,408.89,100.0,36729.77,42230268,0,0.0,5.37843,100.0,100.0,239789,3.1928
Spain,2004,ESP,0.008238265,99.47,0.53,0.0,0.0,0.0,410.2,100.0,37228.797,42959672,0,0.0,5.4649534,100.0,100.0,228604,3.4135
Spain,2005,ESP,0.008545087,99.51,0.49,0.0,0.0,0.0,428.73,100.0,37942.008,43685372,1,0.0,5.532641,100.0,100.0,216840,3.5159
Spain,2006,ESP,0.008885249,99.54,0.46,0.0,0.0,0.0,456.41,100.0,38836.594,44422824,0,0.0,5.6447973,100.0,100.0,204483,3.598
Spain,2007,ESP,0.009274642,99.58,0.42,0.0,0.0,0.0,527.92,100.0,39498.59,45245784,1,0.0,5.72513,100.0,100.0,191502,3.5447
Spain,2008,ESP,0.009542887,99.61,0.39,0.0,0.0,0.0,502.07,100.0,39218.293,45966544,0,0.0,6.1424775,100.0,100.0,177702,3.536
Spain,2009,ESP,0.009878626,99.63,0.37,0.0,0.0,0.0,514.63,100.0,37409.645,46367772,1,0.0,6.8367414,100.0,100.0,172035,3.5807
Spain,2010,ESP,0.0104583595,99.63,0.37,0.0,0.0,0.0,792.24,100.0,37298.47,46572776,0,0.0,6.7882257,100.0,100.0,172021,3.7296
Spain,2011,ESP,0.010746146,99.64,0.36,0.0,0.0,0.0,744.66,100.0,36863.492,46729232,0,0.0,6.7376084,100.0,100.0,171288,3.8074
Spain,2012,ESP,0.0111322785,99.63,0.36,0.0,0.01,0.0,851.02,99.99,35749.51,46756084,6510,0.0,6.603164,99.98,100.0,176432,3.7999
Spain,2013,ESP,0.011376102,99.6,0.36,0.0,0.04,0.0,821.58,99.96,35363.51,46603460,20349,0.0,6.4385624,99.95,100.0,188487,3.7857
Spain,2014,ESP,0.011586719,99.57,0.36,0.0,0.07,0.0,776.61,99.93,35964.46,46464548,34174,0.0,6.386505,99.91,100.0,200453,3.7767
Spain,2015,ESP,0.011863986,99.57,0.35,0.0,0.07,0.0,921.87,99.93,37373.95,46431344,34201,0.0,6.5083447,99.91,100.0,198792,3.8267
Spain,2016,ESP,0.011836193,99.58,0.35,0.0,0.07,0.0,959.69,99.93,38476.79,46473320,34274,0.0,6.405821,99.91,100.0,197411,3.8112
