Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,death_count - Cause: Diarrhoeal diseases - Sex: Both sexes - Age_group: ALLAges,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),wat_imp_number_without,san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,wat_sm_number_without,"Physicians (per 1,000 people)"
Spain,2017,ESP,0.011320177,99.58,0.35,0.0,0.07,0.0,992.53,99.93,39528.926,46584168,34389,0.0,6.3175006,99.91,100.0,196240,3.8723
Spain,2018,ESP,0.010965835,99.58,0.34,0.0,0.07,0.0,1022.06,99.93,40255.254,46792044,34524,0.0,6.317894,99.91,100.0,195194,4.0299
Spain,2019,ESP,0.010571019,99.58,0.34,0.0,0.07,0.0,1063.62,99.93,40760.31,47131372,34661,0.0,6.4490676,99.91,100.0,194124,3.5857999999999994
Suriname,2000,SUR,1.330019,51.58,37.48,0.39,2.92,7.63,44.12,89.45,12848.606,479011,49677,8.59,3.0409212,97.79,72.93,228029,0.4056
Suriname,2001,SUR,1.2133294,51.82,37.71,0.42,2.79,7.26,34.39,89.95,13157.618,487402,47899,8.2,1.9907823,97.88,74.2,229634,0.8718571428571428
Suriname,2002,SUR,1.1330087,52.05,37.95,0.45,2.66,6.89,29.67,90.45,13300.3,495678,46074,7.82,2.63303,97.96,75.46,231225,0.8718571428571428
Suriname,2003,SUR,1.0849466,52.28,38.18,0.48,2.53,6.53,30.82,90.94,13910.506,503786,44208,7.43,2.2888894,98.05,76.72,232821,0.8718571428571428
Suriname,2004,SUR,1.0416547,52.52,38.4,0.51,2.4,6.16,32.5,91.43,14892.122,510588,42296,7.05,2.6026552,98.14,77.98,234409,0.8102
Suriname,2005,SUR,1.0133253,52.71,38.64,0.54,2.28,5.82,26.73,91.9,15391.999,516228,40461,6.7,2.5297859,98.22,79.24,236182,0.8718571428571428
Suriname,2006,SUR,1.0065562,52.9,38.89,0.57,2.15,5.48,28.58,92.36,16102.726,522035,38580,6.34,2.9095454,98.31,80.51,237971,0.8718571428571428
Suriname,2007,SUR,0.98675126,53.1,39.13,0.61,2.03,5.14,28.44,92.83,16735.924,527958,36642,5.99,2.766934,98.39,81.77,239763,0.8718571428571428
Suriname,2008,SUR,0.9477336,53.29,39.37,0.64,1.9,4.8,26.89,93.3,17233.766,533939,34644,5.63,2.246208,98.48,83.03,241553,0.8718571428571428
Suriname,2009,SUR,0.92230886,53.48,39.62,0.67,1.77,4.45,28.54,93.77,17554.266,539996,32584,5.27,2.449714,98.56,84.29,243339,0.7054
Suriname,2010,SUR,0.8850775,53.68,39.86,0.71,1.65,4.11,23.89,94.24,18255.625,546085,30461,4.91,2.131599,98.65,85.55,245110,0.8718571428571428
Suriname,2011,SUR,0.8733342,53.87,40.1,0.74,1.52,3.76,26.48,94.72,19111.172,552154,28276,4.55,1.9183302,98.74,86.82,246872,0.8718571428571428
Suriname,2012,SUR,0.86874056,54.07,40.35,0.78,1.4,3.41,30.05,95.19,19415.578,558111,26025,4.19,1.8808225,98.82,88.08,248615,0.8718571428571428
Suriname,2013,SUR,0.84882873,54.26,40.6,0.81,1.27,3.06,29.75,95.67,19778.307,563952,23706,3.83,2.0231745,98.91,89.34,250322,0.8718571428571428
Suriname,2014,SUR,0.8157225,54.46,40.84,0.85,1.14,2.71,25.32,96.15,19629.223,569687,21311,3.46,2.0091782,98.99,90.6,251947,0.8718571428571428
Suriname,2015,SUR,0.77911437,54.67,41.08,0.88,1.01,2.36,27.98,96.63,18768.795,575478,18840,3.09,3.3882346,99.08,91.86,253464,1.0463
Suriname,2016,SUR,0.76149213,54.88,41.32,0.92,0.89,2.0,29.18,97.11,17662.682,581462,16299,2.72,3.9335008,99.17,93.13,254882,1.1312
Suriname,2017,SUR,0.7552314,55.09,41.55,0.96,0.76,1.64,30.91,97.6,17753.06,587566,13693,2.34,3.4610953,99.25,94.39,256193,1.1849
Suriname,2018,SUR,0.7359246,55.31,41.78,0.99,0.63,1.28,30.66,98.09,18438.346,593729,11026,1.97,5.263424,99.34,95.65,257397,0.8194
Suriname,2019,SUR,0.7248304,55.53,42.01,1.03,0.5,0.92,31.46,98.57,18449.2,600305,8304,1.59,7.012184,99.42,96.91,258507,0.8718571428571428
Sweden,2000,SWE,0.0043902006,99.37,0.05,0.0,0.58,0.0,51.98,99.42,40625.363,8871042,51709,0.0,6.1894374,99.63,98.28,55776,3.0214
Sweden,2001,SWE,0.0052040108,99.4,0.05,0.0,0.56,0.0,85.61,99.44,41103.727,8896748,49636,0.0,6.4903536,99.65,98.36,53712,3.1202
Sweden,2002,SWE,0.006180616,99.42,0.05,0.0,0.53,0.0,98.6,99.47,41870.258,8926011,47579,0.0,6.7792234,99.66,98.45,51666,3.2134
Sweden,2003,SWE,0.0071836933,99.45,0.05,0.0,0.51,0.0,131.89,99.49,42678.285,8961506,45557,0.0,6.9141293,99.67,98.53,49659,3.2854
Sweden,2004,SWE,0.00766658,99.47,0.05,0.0,0.48,0.0,58.75,99.52,44354.39,9004263,43570,0.0,6.7224717,99.68,98.62,47691,3.3737
Sweden,2005,SWE,0.009024222,99.49,0.05,0.0,0.46,0.0,118.33,99.54,45440.297,9051739,41614,0.0,6.7075505,99.7,98.7,45758,3.4509
Sweden,2006,SWE,0.010309219,99.52,0.05,0.0,0.44,0.0,114.0,99.56,47292.312,9104724,39642,0.0,6.631583,99.71,98.79,43814,3.5371
Sweden,2007,SWE,0.011999544,99.54,0.05,0.0,0.41,0.0,181.75,99.59,48557.383,9164274,37659,0.0,6.5980315,99.72,98.87,41862,3.6204
Sweden,2008,SWE,0.013511506,99.57,0.05,0.0,0.39,0.0,150.25,99.61,47963.492,9229282,35689,0.0,6.7719183,99.73,98.96,39927,3.6749
Sweden,2009,SWE,0.015728898,99.59,0.05,0.0,0.36,0.0,379.22,99.64,45492.77,9301413,33717,0.0,7.236783,99.74,99.04,37991,3.7438
Sweden,2010,SWE,0.017336488,99.61,0.05,0.0,0.34,0.0,390.76,99.66,47791.37,9381722,31732,0.0,6.862724,99.76,99.13,36345,3.8027
Sweden,2011,SWE,0.018410416,99.63,0.05,0.0,0.31,0.0,380.75,99.69,48947.438,9467384,29683,0.0,8.80001,99.77,99.21,34641,3.8813
Sweden,2012,SWE,0.018878302,99.66,0.06,0.0,0.29,0.0,333.06,99.71,48300.844,9555984,27591,0.0,9.040775,99.78,99.3,32898,3.9579
Sweden,2013,SWE,0.019279808,99.68,0.06,0.0,0.27,0.0,360.43,99.73,48462.16,9648935,25507,0.0,9.162311,99.79,99.38,31168,4.0359
Sweden,2014,SWE,0.019188676,99.7,0.06,0.0,0.24,0.0,277.96,99.76,49258.996,9747507,23431,0.0,9.199369,99.8,99.47,29450,4.1105
Sweden,2015,SWE,0.01927873,99.72,0.07,0.0,0.22,0.0,259.2,99.78,50928.965,9849344,21363,0.0,9.0713,99.82,99.55,27743,4.1884
Sweden,2016,SWE,0.019530935,99.74,0.07,0.0,0.2,0.0,278.99,99.8,51334.434,9953322,19302,0.0,9.144488,99.83,99.63,26048,4.2693
Sweden,2017,SWE,0.019183591,99.75,0.07,0.0,0.17,0.0,302.06,99.83,51947.953,10058191,17249,0.0,9.135706,99.84,99.72,24364,4.331
Sweden,2018,SWE,0.018003922,99.75,0.08,0.0,0.17,0.0,271.52,99.83,52349.293,10162300,17331,0.0,9.276339,99.84,99.72,24816,3.7010111111111113
Sweden,2019,SWE,0.017200686,99.75,0.08,0.0,0.17,0.0,289.32,99.83,52850.57,10267922,17409,0.0,9.224834,99.84,99.72,24943,3.7010111111111113
Switzerland,2000,CHE,0.0021812923,94.25,5.75,0.0,0.0,0.0,27.26,100.0,59980.332,7182052,0,0.0,2.603521,100.0,100.0,410899,3.9234
Switzerland,2001,CHE,0.002271494,94.25,5.75,0.0,0.0,0.0,26.16,100.0,60541.117,7224413,0,0.0,2.8285184,100.0,100.0,412935,3.9361
Switzerland,2002,CHE,0.0024816378,94.25,5.75,0.0,0.0,0.0,25.58,100.0,60040.88,7276479,0,0.0,3.0899315,100.0,100.0,415305,4.0417
Switzerland,2003,CHE,0.0028366942,94.25,5.75,0.0,0.0,0.0,45.86,100.0,59577.76,7330729,0,0.0,3.1749244,100.0,100.0,418065,4.2057
Switzerland,2004,CHE,0.0030626846,94.25,5.75,0.0,0.0,0.0,39.4,100.0,60768.203,7381153,0,0.0,3.145656,100.0,100.0,421250,4.2567
Switzerland,2005,CHE,0.003297891,94.25,5.75,0.0,0.0,0.0,32.59,100.0,62040.44,7428437,0,0.0,3.1060984,100.0,100.0,424879,4.2824
Switzerland,2006,CHE,0.0036848662,94.25,5.75,0.0,0.0,0.0,46.89,100.0,64163.805,7475014,0,0.0,2.918079,100.0,100.0,428970,4.326
Switzerland,2007,CHE,0.0040387264,94.25,5.75,0.0,0.0,0.0,44.69,100.0,66083.47,7541909,0,0.0,2.875617,100.0,100.0,433516,4.3232
Switzerland,2008,CHE,0.0046520787,94.25,5.75,0.0,0.0,0.0,87.65,100.0,67081.3,7638288,0,0.0,2.9965212,100.0,100.0,438454,3.8298
Switzerland,2009,CHE,0.0051874574,94.25,5.75,0.0,0.0,0.0,78.9,100.0,64726.37,7734402,0,0.0,3.2370925,100.0,100.0,443692,3.8476
Switzerland,2010,CHE,0.0058509936,94.25,5.75,0.0,0.0,0.0,115.79,100.0,66133.29,7822444,0,0.0,3.2173502,100.0,100.0,449143,3.8166
Switzerland,2011,CHE,0.006468646,94.25,5.75,0.0,0.0,0.0,154.19,100.0,66587.85,7910988,0,0.0,3.3003576,100.0,100.0,454798,3.8355
Switzerland,2012,CHE,0.0067976224,94.25,5.75,0.0,0.0,0.0,137.92,100.0,66661.49,7995738,0,0.0,3.4581873,100.0,100.0,460608,3.9102
Switzerland,2013,CHE,0.007044105,94.25,5.75,0.0,0.0,0.0,127.37,100.0,67080.37,8088370,0,0.0,3.4303226,100.0,100.0,466410,4.0303
Switzerland,2014,CHE,0.0073282244,94.25,5.75,0.0,0.0,0.0,132.93,100.0,67824.086,8187792,0,0.0,3.4075596,100.0,100.0,471997,4.1171
Switzerland,2015,CHE,0.0075765136,94.25,5.75,0.0,0.0,0.0,172.36,100.0,68159.22,8281735,0,0.0,3.5023808,100.0,100.0,477218,4.1898
Switzerland,2016,CHE,0.007495146,94.25,5.75,0.0,0.0,0.0,158.36,100.0,68813.64,8372902,0,0.0,3.502504,100.0,100.0,482000,4.2473
Switzerland,2017,CHE,0.007047728,94.25,5.75,0.0,0.0,0.0,178.76,100.0,69103.57,8451688,0,0.0,3.6229513,100.0,100.0,486365,4.2957
Switzerland,2018,CHE,0.0067963474,94.25,5.75,0.0,0.0,0.0,182.46,100.0,70558.56,8514431,0,0.0,3.5529144,100.0,100.0,490380,4.3328
Switzerland,2019,CHE,0.006577982,94.25,5.75,0.0,0.0,0.0,185.84,100.0,70857.086,8575593,0,0.0,3.6256366,100.0,100.0,494162,4.091994736842105
Tajikistan,2000,TJK,2.3764217,35.99,20.52,3.91,5.85,33.74,2656.82,60.41,1312.7123,6273001,2460788,1.25,0.88544554,93.69,48.42,3979044,2.1717
Tajikistan,2001,TJK,2.0704446,37.02,20.75,3.89,5.72,32.61,2292.07,61.67,1407.9976,6408813,2421902,1.2,0.8757962,93.83,50.07,3979269,2.1241
Tajikistan,2002,TJK,1.7694103,38.08,20.97,3.88,5.59,31.48,1993.45,62.93,1528.3569,6541758,2382742,1.15,0.80717486,93.98,51.73,3979626,2.041
Tajikistan,2003,TJK,1.5134118,39.16,21.17,3.85,5.47,30.35,1735.89,64.18,1663.2363,6672497,2343135,1.1,0.7692308,94.13,53.38,3979942,1.9396
Tajikistan,2004,TJK,1.2600973,40.26,21.35,3.82,5.34,29.22,1514.59,65.44,1799.831,6801206,2302805,1.04,0.89477104,94.27,55.03,3979854,1.9512
Tajikistan,2005,TJK,1.0941797,41.39,21.52,3.78,5.21,28.09,1340.2,66.69,1884.9607,6929153,2261446,0.99,0.98875153,94.42,56.69,3978955,1.9548
Tajikistan,2006,TJK,1.044266,42.55,21.66,3.74,5.09,26.97,1217.42,67.95,1980.2498,7057425,2218937,0.94,0.93615186,94.56,58.34,3977130,1.9166
Tajikistan,2007,TJK,0.95727426,43.73,21.79,3.68,4.96,25.84,1128.35,69.2,2095.8145,7188397,2175183,0.89,1.0774648,94.71,60.0,3974322,1.8962
Tajikistan,2008,TJK,0.8860416,44.93,21.9,3.63,4.84,24.71,1080.48,70.46,2219.3225,7324633,2130037,0.83,1.3697541,94.86,61.65,3970392,1.9292
Tajikistan,2009,TJK,0.83541733,46.16,21.99,3.56,4.71,23.58,1060.77,71.71,2261.4268,7468603,2083341,0.78,1.0842264,95.0,63.31,3965183,1.6439
Tajikistan,2010,TJK,0.7544653,47.41,22.06,3.5,4.58,22.45,1048.23,72.97,2360.015,7621785,2034877,0.73,1.1803279,95.15,64.96,3958432,1.6975
Tajikistan,2011,TJK,0.6853471,48.52,22.28,3.42,4.46,21.32,1045.41,74.22,2481.572,7784820,1984280,0.68,1.3053311,95.3,66.62,3962303,1.7209
Tajikistan,2012,TJK,0.642638,49.37,22.78,3.34,4.33,20.19,1042.77,75.48,2610.1665,7956383,1930696,0.63,1.608086,95.44,68.27,3987185,1.7269
Tajikistan,2013,TJK,0.617379,50.21,23.29,3.25,4.2,19.05,1040.26,76.75,2741.2246,8136612,1874055,0.57,1.9003084,95.59,69.92,4013000,1.7095
Tajikistan,2014,TJK,0.5744975,51.05,23.82,3.15,4.07,17.91,1037.9,78.02,2858.2354,8326354,1814186,0.52,2.0776231,95.73,71.58,4039804,1.7229
Tajikistan,2015,TJK,0.5089662,51.89,24.35,3.05,3.94,16.77,911.27,79.29,2959.9941,8524066,1750869,0.47,2.0449567,95.88,73.23,4067459,1.8764
Tajikistan,2016,TJK,0.46860793,52.72,24.9,2.94,3.82,15.62,868.72,80.56,3091.2273,8725326,1683885,0.42,2.001432,96.03,74.89,4095892,1.8764
Tajikistan,2017,TJK,0.46128538,53.56,25.46,2.82,3.69,14.48,836.12,81.84,3236.4395,8925529,1612764,0.36,2.0966396,96.17,76.54,4124360,1.8764
Tajikistan,2018,TJK,0.4649696,54.39,26.03,2.7,3.56,13.33,782.89,83.11,3405.0908,9128131,1536787,0.32,1.9579576,96.32,78.2,4151254,1.8764
Tajikistan,2019,TJK,0.46168476,55.21,26.6,2.57,3.43,12.18,734.0,84.39,3575.2798,9337008,1455194,0.0,1.9408312,96.47,79.85,4174578,1.8764
Togo,2000,TGO,8.14096,9.96,35.34,3.84,28.1,22.76,4450.71,49.14,1672.0458,5008043,2504524,59.06,0.290968,81.85,33.1,4433889,0.05984444444444444
Togo,2001,TGO,8.004889,10.38,36.17,3.97,27.37,22.1,4393.23,50.52,1640.8002,5145430,2504760,58.39,0.32503304,82.48,34.53,4537053,0.057
Togo,2002,TGO,8.0082445,10.81,37.0,4.1,26.65,21.45,4609.09,51.9,1659.6837,5281548,2499672,57.72,0.34117526,83.11,35.96,4635396,0.05984444444444444
Togo,2003,TGO,7.743296,11.24,37.81,4.23,25.92,20.81,4428.21,53.27,1725.6503,5421000,2490780,57.04,0.3768526,83.74,37.39,4731432,0.05984444444444444
Togo,2004,TGO,7.606761,11.68,38.6,4.35,25.19,20.17,4283.74,54.64,1664.4811,5565213,2480158,56.36,0.4441134,84.37,38.82,4829050,0.0446
Togo,2005,TGO,7.447277,12.13,39.39,4.48,24.47,19.53,4165.08,56.0,1546.144,5711605,2469114,55.68,0.50362736,85.0,40.26,4930965,0.05984444444444444
Togo,2006,TGO,7.463769,12.59,40.16,4.61,23.74,18.91,4195.02,57.35,1543.1755,5874244,2457647,54.99,0.56445915,85.63,41.69,5037588,0.05984444444444444
Togo,2007,TGO,7.2291107,13.05,40.92,4.73,23.01,18.29,4156.01,58.7,1481.3401,6047539,2445027,54.3,0.6228197,86.26,43.12,5147792,0.049
Togo,2008,TGO,7.2429886,13.52,41.67,4.85,22.29,17.67,4093.58,60.04,1498.1761,6222491,2430745,53.6,0.61289495,86.89,44.55,5260855,0.0574
Togo,2009,TGO,7.3588076,14.0,42.4,4.97,21.56,17.06,4142.41,61.38,1537.6179,6398626,2414245,52.9,0.7069795,87.52,45.98,5375656,0.05984444444444444
Togo,2010,TGO,7.38194,14.49,43.12,5.09,20.83,16.46,4147.77,62.71,1588.3982,6571862,2394931,52.2,1.1526062,88.15,47.42,5491209,0.0506
Togo,2011,TGO,7.3744693,14.99,43.83,5.21,20.1,15.86,4213.31,64.04,1645.7479,6748675,2372182,51.48,1.0712655,88.78,48.85,5607099,0.05984444444444444
Togo,2012,TGO,7.216989,15.51,44.53,5.33,19.37,15.26,4138.22,65.36,1708.3873,6926634,2346191,50.74,1.2086992,89.41,50.28,5723457,0.05984444444444444
Togo,2013,TGO,7.013788,16.03,45.21,5.44,18.64,14.67,3994.8,66.68,1766.9951,7106238,2317036,50.01,0.9922074,90.04,51.71,5839910,0.05984444444444444
Togo,2014,TGO,6.873263,16.56,45.88,5.55,17.91,14.09,3904.01,68.0,1824.8356,7288381,2284370,49.27,1.0339584,90.67,53.14,5955740,0.05984444444444444
Togo,2015,TGO,6.769019,17.11,46.53,5.67,17.18,13.52,3697.22,69.3,1881.9052,7473232,2247999,48.52,0.9431644,91.3,54.58,6070446,0.0493
Togo,2016,TGO,6.7390003,17.66,47.17,5.78,16.45,12.95,3547.5,70.6,1937.7426,7661361,2207708,47.77,0.98174185,91.93,56.01,6183623,0.05984444444444444
Togo,2017,TGO,6.741797,18.23,47.79,5.88,15.72,12.39,3447.23,71.9,1972.6971,7852799,2163538,47.01,1.0482605,92.56,57.44,6295266,0.0757
Togo,2018,TGO,6.4152,18.81,48.39,5.99,14.98,11.83,3288.18,73.18,2020.9656,8046680,2115565,46.24,1.0194224,93.19,58.87,6405551,0.0774
Togo,2019,TGO,6.198661,19.39,48.98,6.09,14.25,11.29,3190.0,74.46,2080.5242,8243093,2063898,45.47,0.8633236,93.82,60.31,6514791,0.0776
Tonga,2000,TON,0.5385096,29.23,68.91,0.88,0.97,0.0,5.62,99.03,4806.1133,102620,953,0.24,2.3032389,98.02,99.33,69324,0.499
Tonga,2001,TON,0.5258858,29.24,68.91,0.88,0.97,0.0,5.65,99.03,4956.9653,103224,959,0.24,2.4464946,98.02,99.33,69684,0.3553
Tonga,2002,TON,0.4990741,29.25,68.9,0.88,0.97,0.0,5.56,99.03,5167.539,103822,964,0.24,2.592215,98.02,99.33,70060,0.303
Tonga,2003,TON,0.4692586,29.26,68.89,0.88,0.97,0.0,5.39,99.03,5256.1235,104426,970,0.24,2.4231985,98.02,99.33,70454,0.4861857142857143
Tonga,2004,TON,0.45225024,29.26,68.88,0.88,0.97,0.0,5.27,99.03,5098.8433,105054,977,0.24,2.4559171,98.02,99.33,70887,0.4861857142857143
Tonga,2005,TON,0.44617224,29.29,68.9,0.88,0.94,0.0,4.89,99.06,5074.135,105644,947,0.23,2.6116154,98.13,99.34,71354,0.4861857142857143
Tonga,2006,TON,0.43888596,29.31,68.91,0.88,0.9,0.0,4.97,99.1,5040.017,106202,917,0.21,2.8505168,98.23,99.36,71901,0.4861857142857143
Tonga,2007,TON,0.4280836,29.34,68.92,0.88,0.87,0.0,5.12,99.13,5032.449,106651,888,0.19,3.1800177,98.34,99.37,72483,0.4861857142857143
Tonga,2008,TON,0.40567195,29.37,68.92,0.88,0.83,0.0,5.11,99.17,5257.0054,106945,857,0.18,2.8958013,98.45,99.39,73022,0.5513
Tonga,2009,TON,0.36186638,29.4,68.93,0.88,0.79,0.0,5.06,99.21,4973.827,107159,824,0.16,3.0427086,98.56,99.4,73353,0.5967
Tonga,2010,TON,0.38906965,29.43,68.94,0.88,0.76,0.0,5.38,99.24,5002.6323,107401,786,0.14,2.8578165,98.67,99.42,73381,0.5577
Tonga,2011,TON,0.37228674,29.46,68.94,0.88,0.72,0.0,5.29,99.28,5332.404,107625,745,0.13,2.7444572,98.78,99.43,73051,0.4861857142857143
Tonga,2012,TON,0.36075845,29.47,68.97,0.88,0.68,0.0,5.24,99.32,5381.746,107517,701,0.11,2.525083,98.88,99.45,72457,0.4861857142857143
Tonga,2013,TON,0.35641223,29.47,69.0,0.88,0.65,0.0,5.11,99.35,5419.3735,107105,657,0.09,2.7824738,98.99,99.47,71773,0.5403
Tonga,2014,TON,0.35139114,29.47,69.04,0.88,0.61,0.0,5.0,99.39,5552.782,106639,615,0.08,2.8900826,99.1,99.48,71247,0.4861857142857143
Tonga,2015,TON,0.3460189,29.48,69.07,0.88,0.57,0.0,4.85,99.43,5644.535,106140,576,0.06,2.765152,99.21,99.5,71075,0.4861857142857143
Tonga,2016,TON,0.33848077,29.48,69.11,0.88,0.53,0.0,4.61,99.47,6039.0537,105721,540,0.04,2.9869702,99.32,99.51,71330,0.4861857142857143
Tonga,2017,TON,0.33227873,29.48,69.15,0.88,0.5,0.0,4.49,99.5,6256.9814,105430,507,0.03,2.906587,99.43,99.53,71935,0.4861857142857143
Tonga,2018,TON,0.32367513,29.48,69.18,0.88,0.46,0.0,4.27,99.54,6287.882,105167,476,0.02,3.2024477,99.53,99.54,72774,0.4861857142857143
Tonga,2019,TON,0.31687963,29.49,69.2,0.88,0.42,0.0,4.01,99.58,6344.3115,104965,443,0.02,2.892079,99.64,99.56,73680,0.4861857142857143
Tunisia,2000,TUN,0.17287233,73.29,15.26,3.48,7.24,0.73,361.33,92.03,7673.194,9893326,773742,10.2,2.6589236,98.36,81.04,2593416,0.7668
Tunisia,2001,TUN,0.1664727,73.65,15.33,3.48,6.82,0.73,327.95,92.45,7883.365,9995115,738970,9.52,2.661077,98.46,81.86,2581125,0.793
Tunisia,2002,TUN,0.1624205,74.0,15.37,3.51,6.45,0.67,303.11,92.87,7908.944,10094564,703461,8.85,2.7802453,98.56,82.67,2566503,0.8068
Tunisia,2003,TUN,0.15893826,74.35,15.41,3.53,6.09,0.62,264.83,93.29,8200.24,10193798,667639,8.2,2.8089879,98.66,83.48,2550878,0.8234
Tunisia,2004,TUN,0.15696663,74.69,15.44,3.55,5.74,0.57,246.44,93.69,8628.278,10292230,632201,7.56,2.7880688,98.76,84.29,2536284,1.33
Tunisia,2005,TUN,0.15624821,75.01,15.48,3.59,5.4,0.52,230.28,94.08,8846.49,10388349,598191,6.95,2.742989,98.86,85.11,2525198,0.9322
Tunisia,2006,TUN,0.15601178,75.33,15.52,3.62,5.06,0.47,220.24,94.47,9225.85,10483560,564490,6.34,2.81285,98.96,85.92,2516306,1.0753384615384616
Tunisia,2007,TUN,0.15577477,75.65,15.55,3.65,4.73,0.43,212.74,94.85,9754.755,10580399,530975,5.75,2.8978636,99.06,86.73,2509359,1.0242
Tunisia,2008,TUN,0.15618071,75.96,15.58,3.68,4.39,0.38,207.66,95.22,10072.95,10680381,497402,5.16,2.9401727,99.16,87.54,2503557,1.1074
Tunisia,2009,TUN,0.1568476,76.27,15.62,3.71,4.07,0.34,204.55,95.6,10279.302,10784499,463509,4.58,3.1206737,99.27,88.35,2497758,1.0753384615384616
Tunisia,2010,TUN,0.1582363,76.58,15.65,3.74,3.74,0.29,202.65,95.96,10477.304,10895063,429168,4.01,3.2805345,99.37,89.17,2491208,1.222
Tunisia,2011,TUN,0.1588944,76.88,15.54,3.91,3.42,0.25,203.83,96.33,10134.997,11032529,394342,3.45,3.6285307,99.47,89.98,2483605,1.0753384615384616
Tunisia,2012,TUN,0.15530796,77.18,15.85,3.66,3.11,0.2,199.53,96.69,10428.271,11174384,359133,2.9,3.7633195,99.57,90.79,2475332,1.0753384615384616
Tunisia,2013,TUN,0.15048937,77.48,16.16,3.41,2.8,0.16,195.1,97.05,10562.662,11300284,323656,2.36,4.0516596,99.67,91.6,2466978,1.0753384615384616
Tunisia,2014,TUN,0.14567263,77.77,16.47,3.15,2.49,0.12,190.96,97.4,10766.497,11428953,287971,1.82,3.9573853,99.77,92.42,2459248,1.2769
Tunisia,2015,TUN,0.1403405,78.06,16.78,2.9,2.18,0.08,186.1,97.75,10749.49,11557779,252046,1.3,3.5752642,99.87,93.23,2452459,1.3108
Tunisia,2016,TUN,0.13533123,78.35,17.09,2.65,1.87,0.03,184.65,98.09,10750.714,11685666,215862,0.78,3.6144066,99.97,94.04,2446748,1.2834
Tunisia,2017,TUN,0.13098463,78.61,17.39,2.39,1.61,0.0,185.77,98.39,10874.947,11811441,184590,0.27,3.8392947,100.0,94.85,2446100,1.3025
Tunisia,2018,TUN,0.12607393,78.84,17.68,2.14,1.35,0.0,185.22,98.65,11042.961,11933040,155745,0.0,3.833209,100.0,95.66,2447758,1.0753384615384616
Tunisia,2019,TUN,0.12218209,79.06,17.97,1.88,1.08,0.0,184.08,98.92,11100.82,12049319,126720,0.0,3.9762251,100.0,96.48,2448636,1.0753384615384616
Turkmenistan,2000,TKM,1.0455709,66.67,20.48,1.85,1.62,9.39,1137.01,88.99,4568.4604,4569135,497077,0.57,3.2146275,99.41,80.15,1505334,2.7475
Turkmenistan,2001,TKM,0.8806214,67.86,19.95,1.86,1.52,8.81,992.23,89.67,4699.07,4635100,471585,0.43,2.817917,99.45,81.29,1466957,2.7681
Turkmenistan,2002,TKM,0.7100863,69.06,19.41,1.87,1.43,8.24,860.64,90.34,4647.115,4698972,445470,0.41,2.4314766,99.49,82.43,1426297,7.0946
Turkmenistan,2003,TKM,0.56985843,70.27,18.84,1.88,1.49,7.51,749.18,91.0,4738.496,4758992,418953,0.38,2.7085261,99.53,83.57,1383983,2.6651
Turkmenistan,2004,TKM,0.46429783,71.5,18.27,1.89,1.38,6.96,664.66,91.66,4912.673,4819793,392220,0.35,2.4214306,99.57,84.7,1340621,2.613
Turkmenistan,2005,TKM,0.39372545,73.17,17.33,1.81,1.28,6.41,597.71,92.32,5477.9985,4885780,365272,0.33,2.0205255,99.61,85.84,1275531,2.5038
Turkmenistan,2006,TKM,0.343632,74.87,16.37,1.73,1.17,5.86,547.26,92.97,5995.3613,4954032,338103,0.3,1.5450513,99.64,86.98,1208922,2.3923
Turkmenistan,2007,TKM,0.30749953,76.58,15.39,1.65,1.06,5.32,505.33,93.62,6564.5044,5024897,310679,0.27,1.3872615,99.68,88.12,1140667,2.3414
Turkmenistan,2008,TKM,0.28375188,78.31,14.39,1.57,0.96,4.78,474.56,94.27,7418.4814,5100089,283018,0.25,0.9463171,99.72,89.26,1070802,2.3026
Turkmenistan,2009,TKM,0.26981008,80.05,13.38,1.48,0.85,4.24,454.66,94.91,7748.1436,5180961,255081,0.22,1.1671069,99.76,90.39,999214,2.2911
Turkmenistan,2010,TKM,0.23646902,81.8,12.34,1.4,0.75,3.71,443.46,95.54,8321.22,5267975,226811,0.2,1.2016779,99.8,91.53,925690,2.2743
Turkmenistan,2011,TKM,0.19936189,83.57,11.29,1.31,0.64,3.18,439.73,96.17,9379.144,5360813,198132,0.17,1.2719195,99.84,92.67,849963,2.2841
Turkmenistan,2012,TKM,0.16189106,85.35,10.22,1.22,0.54,2.67,437.03,96.79,10233.4,5458688,168918,0.14,1.2764894,99.88,93.81,771545,2.2375
Turkmenistan,2013,TKM,0.14008324,87.15,9.13,1.13,0.44,2.15,431.89,97.41,11071.518,5560099,139026,0.12,1.4697883,99.92,94.94,689790,2.2125
Turkmenistan,2014,TKM,0.11676999,88.94,8.03,1.04,0.34,1.65,425.04,98.01,11989.653,5663159,108621,0.1,1.4822861,99.95,96.08,604392,2.2247
Turkmenistan,2015,TKM,0.10920713,90.75,6.91,0.95,0.25,1.15,417.02,98.61,12540.284,5766427,77532,0.07,1.508213,99.98,97.22,514918,2.7301733333333327
